contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Raadhuis,0928::SB1,6461 EB,1557,976,10,5,0,0,0,890,101,0,0,0,0,0,0,991,140,318,65,90,124,46,69,91,19,7,6,1
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Kapelhof,0928::SB2,6461 EH,1007,436,2,1,0,0,0,380,59,0,0,0,0,0,0,439,65,166,18,27,72,19,21,32,10,2,1,3
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool De Diabolo,0928::SB3,6461 EX,1245,528,4,2,0,0,0,490,44,0,0,0,0,0,0,534,91,141,44,43,75,31,35,40,16,2,7,3
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool De Schatkist,0928::SB4,6462 HC,1391,489,0,1,0,0,0,424,66,0,0,0,0,0,0,490,129,72,16,41,137,16,26,27,12,2,10,1
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Vroenhof,0928::SB5,6462 VA,1298,517,6,6,0,0,0,481,48,0,0,0,0,0,0,529,151,87,23,47,102,28,21,18,25,6,9,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Café Ackens,0928::SB6,6462 CS,950,318,0,1,0,0,0,278,41,0,0,0,0,0,0,319,94,56,12,26,74,19,11,14,8,1,3,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Café Ejen Bouwerweij,0928::SB7,6462 CP,1208,424,3,4,0,0,0,370,61,0,0,0,0,0,0,431,139,49,11,31,94,21,13,33,16,5,12,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Catharinahoes,0928::SB8,6461 JK,1639,739,2,3,0,0,0,661,83,0,0,0,0,0,0,744,150,212,36,62,126,29,59,35,21,5,3,1
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool St. Ursula,0928::SB9,6461 BS,1125,520,2,4,0,0,0,468,58,0,0,0,0,0,0,526,103,149,25,41,91,37,32,14,12,6,10,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Brede School de Steltloper,0928::SB10,6463 VZ,857,408,1,1,0,0,0,363,47,0,0,0,0,0,0,410,127,59,10,35,98,14,20,27,6,5,5,2
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Parochiezaaltje,0928::SB11,6463 AS,1231,447,0,3,0,0,0,407,43,0,0,0,0,0,0,450,126,74,12,59,95,16,21,20,17,1,5,1
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Hoog Anstel,0928::SB12,6463 XX,800,318,1,1,0,0,0,289,31,0,0,0,0,0,0,320,90,53,14,20,78,11,16,17,14,4,1,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Oleanderhof,0928::SB13,6463 GN,1292,488,1,1,0,0,0,432,58,0,0,0,0,0,0,490,169,81,15,37,105,12,14,37,11,0,7,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Centrum Op de Bies,0928::SB14,6463 DM,1633,494,3,0,0,0,0,445,52,0,0,0,0,0,0,497,126,74,43,44,113,19,18,21,22,2,11,1
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau (voormalig Schoolgebouw) Scouting,0928::SB15,6464 CH,1210,520,5,1,0,0,0,474,52,0,0,0,0,0,0,526,129,110,30,47,77,24,33,34,21,6,9,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gebouw speeltuin van Meertenstraat,0928::SB16,,1201,417,2,0,0,0,0,370,49,0,0,0,0,0,0,419,124,59,41,33,65,25,19,20,17,11,3,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Laethof,0928::SB17,6471 GB,2003,879,4,2,0,0,0,816,69,0,0,0,0,0,0,885,164,151,57,65,170,33,63,47,38,81,10,0
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool de Schatkist,0928::SB18,6471 HN,1597,564,1,1,0,0,0,495,71,0,0,0,0,0,0,566,126,61,24,57,154,31,34,18,15,34,8,2
Maastricht,Kerkrade,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool de Veldhof,0928::SB19,6471 GL,950,454,3,2,0,0,0,411,48,0,0,0,0,0,0,459,94,63,18,30,119,15,41,16,24,30,4,0
