contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau VOF De Lichtboei,0072::SB1,8861 AS,1257,714,4,1,0,0,0,657,62,0,0,0,0,0,0,719,127,61,139,24,47,91,25,34,70,4,48,41,1,2
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau R.K. Basisschool Sint Michaëlschool,0072::SB2,8861 CV,1414,832,2,0,0,0,1,783,50,0,0,0,0,0,0,834,121,128,115,31,80,112,33,53,76,7,28,42,4,2
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Scholengemeenschap Simon Vestdijk,0072::SB3,8862 TL,1367,546,3,2,0,0,0,518,33,0,0,0,0,0,0,551,100,48,52,16,74,111,22,25,32,3,27,35,1,0
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau MFC Het Vierkant,0072::SB4,8862 BB,1745,829,4,7,0,0,0,770,70,0,0,0,0,0,0,840,122,131,98,28,131,159,45,24,40,6,16,26,1,2
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau CBS Prins Johan Friso,0072::SB5,8862 ZA,1677,741,2,4,0,0,0,671,76,0,0,0,0,0,0,747,116,133,66,26,95,132,50,29,40,5,19,28,0,2
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Spil,0072::SB6,8872 NR,507,268,2,0,0,0,0,245,25,0,0,0,0,0,0,270,42,50,35,17,29,35,12,15,19,2,8,3,1,0
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wooncentrum Almenum,0072::SB7,8861 JH,1642,803,3,0,0,0,0,726,80,0,0,0,0,0,0,806,119,167,119,35,51,108,45,22,52,3,16,65,0,1
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau MCL-Harlingen/De Batting (De Haven),0072::SB8,8862 AJ,1202,678,1,0,0,0,0,611,68,0,0,0,0,0,0,679,84,133,124,17,59,78,48,21,47,6,24,33,3,1
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Bijekoer,0072::SB9,8857 BT,376,214,3,1,0,0,2,200,16,0,0,0,0,0,0,218,40,23,23,25,15,37,6,9,12,4,11,5,3,1
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau OBS Noorderlicht,0072::SB10,8862 WC,1051,416,1,3,0,0,1,386,34,0,0,0,1,0,0,421,71,69,45,22,62,54,18,14,31,2,9,18,1,0
,Harlingen,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Mobiel of bijzonder stembureau,0072::SB11,,0,97,0,0,0,0,0,88,9,0,0,0,0,0,0,97,16,23,8,9,9,8,4,2,3,0,3,12,0,0
