contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stadhuis,0222::SB1,7001EW,1241,698,1,2,0,0,2,635,64,0,0,0,0,0,0,701,152,53,105,66,96,85,35,13,5,39,21,0,0,0,22,2,4,0,0
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Montessorischool De Pas,0222::SB2,7001GL,1152,643,1,1,0,0,1,577,69,0,0,0,2,0,0,647,120,89,100,44,59,135,38,5,3,12,18,0,1,0,11,2,4,0,2
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ontmoetingscentrum De Daele,0222::SB3,7002HC,1688,912,2,5,0,0,0,864,56,0,0,0,0,0,0,920,121,121,116,81,148,115,44,61,17,38,28,1,2,1,7,1,3,6,1
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Trefcentrum Het Trommelslag,0222::SB4,7002AZ,1723,718,0,4,0,0,0,662,60,0,0,0,0,0,0,722,73,96,81,112,139,62,28,31,20,22,29,0,2,5,10,3,3,1,1
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau OBS Overstegen,0222::SB5,7002KA,1304,504,1,2,0,0,0,469,38,0,0,0,0,0,0,507,32,62,54,89,124,47,23,20,4,23,13,1,0,0,7,0,3,2,0
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Speeltuinvereniging Schoneveld,0222::SB6,7003BK,1449,642,1,0,0,0,0,596,47,0,0,0,0,0,0,643,67,77,68,86,116,84,39,26,11,23,18,0,1,1,12,4,8,1,0
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zorgcentrum Schavenweide,0222::SB7,7003EB,1269,545,2,0,0,0,0,509,38,0,0,0,0,0,0,547,84,68,102,37,62,83,30,25,4,16,20,1,0,0,10,0,1,2,0
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zozijn,0222::SB8,7004KA,1283,452,0,0,0,0,0,415,37,0,0,0,0,0,0,452,81,49,77,38,36,71,43,9,1,18,7,0,1,1,17,0,2,1,0
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Zonneboom,0222::SB9,7004EL,1286,612,6,2,0,0,0,563,57,0,0,0,0,0,0,620,112,78,91,68,66,69,47,20,9,12,16,0,1,0,12,2,6,1,2
Arnhem,Doetinchem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Basisschool IJzevoorde,0222::SB10,7004HT,580,358,0,0,0,0,0,320,38,0,0,0,0,0,0,358,94,21,101,20,15,40,17,22,9,11,4,3,0,0,1,0,0,0,0
