contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Noord,1930::SB1,,2589,942,0,9,0,1,0,877,75,0,0,0,1,0,0,952,98,104,233,96,147,66,19,35,26,67,37,6,2,5,0,1
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rivièrabad,1930::SB2,,1546,493,4,4,0,0,0,455,45,0,0,1,0,0,0,500,61,45,108,84,70,31,15,14,12,30,15,2,0,2,1,3
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Charles de Foucauld Mavo,1930::SB3,,1323,476,4,4,0,2,0,449,37,0,0,0,2,0,0,486,56,55,152,42,56,24,16,11,2,18,31,2,6,2,0,3
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurthuis De Hoek,1930::SB4,,2002,674,0,2,1,0,0,619,56,0,0,1,0,0,0,675,66,89,200,43,118,45,10,12,1,44,32,11,0,2,0,1
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bibliotheek De Boekenberg,1930::SB5,,2012,617,0,3,0,0,0,549,68,0,0,3,0,0,0,617,93,78,115,67,76,56,26,27,2,38,27,5,0,2,1,4
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Serviceflat Puttesteijn,1930::SB6,,1443,500,1,3,0,0,0,464,40,0,0,0,0,0,0,504,47,64,134,56,77,33,11,15,3,36,15,7,0,0,0,2
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School Paus Johannes,1930::SB7,,1796,679,0,0,0,0,0,613,66,0,0,0,0,0,0,679,96,63,171,92,92,53,17,13,4,40,22,10,0,5,0,1
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Portakabin,1930::SB8,,1889,727,4,2,0,0,0,655,78,0,0,0,0,0,0,733,74,72,163,78,110,71,14,42,21,44,28,6,2,2,0,0
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Atriumflat Serreburgh,1930::SB10,,1940,640,1,2,0,1,0,595,49,0,0,0,1,0,0,644,75,75,133,52,123,47,16,17,7,55,32,1,2,4,0,1
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School De Vogelenzang,1930::SB11,,1183,549,4,3,0,0,0,499,57,0,0,0,0,0,0,556,67,61,134,34,97,42,13,6,8,51,20,8,1,5,0,2
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School De Vogelenzang,1930::SB12,,1160,513,1,1,0,0,0,461,55,0,1,0,1,0,0,516,27,45,165,29,114,37,13,7,6,38,25,4,1,1,0,1
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School De Tandem,1930::SB13,,1809,582,2,2,0,0,0,516,70,0,0,0,0,0,0,586,58,83,152,40,94,43,10,17,1,50,23,7,1,3,0,0
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum De Akkers,1930::SB14,,1975,716,2,8,0,2,1,658,65,0,0,2,0,0,0,724,55,63,220,45,155,36,16,20,4,58,36,1,2,0,1,4
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School De Vogelenzang,1930::SB15,,1973,554,1,0,0,0,51,504,0,0,0,0,0,0,0,555,52,45,173,32,118,34,8,24,9,32,19,2,0,3,0,3
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School 't Baken,1930::SB16,,2537,834,2,1,0,0,1,747,89,0,0,0,0,0,0,837,71,88,216,49,186,56,16,34,14,42,44,9,2,0,4,3
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School Toermalijn/De Bron,1930::SB17,,2465,758,2,6,0,4,0,680,82,0,0,4,0,0,0,762,50,78,236,57,156,39,15,19,2,50,41,8,1,1,1,4
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dorpshuis Hekelingen,1930::SB19,,1211,572,0,1,0,0,0,518,55,0,0,0,0,0,0,573,107,69,125,58,41,39,17,12,19,42,33,5,0,2,1,2
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School De Duif,1930::SB20,,2105,815,6,2,0,0,0,707,116,0,0,0,0,0,0,823,133,95,189,60,126,73,23,22,5,40,40,1,1,3,0,4
Dordrecht,Nissewaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School De Veenvlinder,1930::SB21,,1791,700,1,5,0,0,0,619,87,0,0,0,0,0,0,706,77,71,185,40,118,66,16,21,2,44,45,8,0,4,0,3
