contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,0269::SB1,8096 CP,1932,998,0,4,0,0,0,888,114,0,0,0,0,0,0,1002,56,36,185,84,38,22,9,227,294,17,20,0,3,0,1,1,5,0,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Hullen,0269::SB2,8096 AX,1560,791,1,1,0,0,0,686,107,0,0,0,0,0,0,793,37,20,129,52,25,20,3,201,286,9,4,0,0,1,1,0,2,0,1
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Heerdt,0269::SB3,8097 SE,1685,1030,0,6,0,0,1,872,163,0,0,0,0,0,0,1036,47,17,151,28,10,22,14,252,472,3,10,0,0,0,3,1,0,0,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Schaapskooi,0269::SB4,8096 CG,1041,576,1,4,0,0,0,506,75,0,0,0,0,0,0,581,46,7,86,43,7,17,3,161,191,7,6,2,0,0,0,0,0,0,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Grinthuus,0269::SB5,8095 PX,1173,511,0,3,3,0,0,437,74,0,0,3,0,0,0,511,31,21,77,44,35,13,8,109,146,10,11,1,0,0,3,0,2,0,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Pauluskerk,0269::SB6,8091 CK,1569,777,3,1,0,0,1,696,84,0,0,0,0,0,0,781,101,33,162,76,33,51,15,213,63,4,23,2,0,0,0,1,0,0,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kruiskerk,0269::SB7,8091 GA,1401,597,5,2,0,0,0,536,68,0,0,0,0,0,0,604,31,32,128,53,56,27,13,170,70,2,11,0,0,1,1,1,0,1,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Klepperbelt,0269::SB8,8091 JG,1489,730,0,2,0,0,0,649,83,0,0,0,0,0,0,732,74,53,97,91,57,69,9,161,61,18,21,2,1,1,3,1,4,2,5
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Uilenhorst,0269::SB9,8091 WD,1397,547,3,0,0,0,0,486,64,0,0,0,0,0,0,550,47,28,84,73,32,39,7,171,31,12,11,0,1,2,5,0,3,0,1
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Vredeskerk,0269::SB10,8091 GR,1375,766,1,2,0,0,0,697,72,0,0,0,0,0,0,769,37,43,111,92,68,31,16,256,62,11,28,2,2,1,1,1,2,2,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis Wezep,0269::SB11,8091 CT,1808,870,2,1,0,0,0,761,112,0,0,0,0,0,0,873,97,41,190,60,34,30,12,304,63,8,15,0,5,0,7,0,4,0,0
Arnhem,Oldebroek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Bouwakker,0269::SB12,8094 AM,1126,543,1,2,0,0,0,497,49,0,0,0,0,0,0,546,58,32,97,50,41,30,7,156,54,5,9,1,0,0,2,0,1,0,0
