contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeentehuis,0189::SB1,7642 EC,1114,727,1,3,0,0,0,634,97,0,0,0,0,0,0,731,225,43,143,56,30,90,72,10,17,23,4,14
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kluinveenschool,0189::SB2,7641 AL,1160,724,1,3,0,0,0,631,97,0,0,0,0,0,0,728,277,26,105,46,33,61,77,18,40,23,11,7
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Kandjoli,0189::SB3,7642 XX,1579,665,0,1,0,0,0,608,58,0,0,0,0,0,0,666,242,43,48,68,58,39,82,12,37,18,11,7
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau 't Kielhoes,0189::SB4,7642 GW,1775,867,1,5,0,0,1,803,69,0,0,0,0,0,0,873,342,45,114,70,55,58,79,15,25,39,10,15
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum 't Wedervoort,0189::SB5,7641 VA,1732,1051,1,0,0,0,0,958,94,0,0,0,0,0,0,1052,337,100,127,70,77,111,101,30,31,45,10,12
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Bedrijfsverzamelgebouw,0189::SB6,7641 AB,1375,813,1,1,0,0,0,739,76,0,0,0,0,0,0,815,219,63,107,61,71,115,75,24,15,45,10,8
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum Het Reggedal,0189::SB7,7468 BX,1891,1022,1,2,0,0,0,911,114,0,0,0,0,0,0,1025,433,28,142,88,40,28,168,10,34,31,10,10
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Hervormd Dienstgebouw,0189::SB8,7468 GC,1820,920,0,0,0,0,0,787,133,0,0,0,0,0,0,920,363,25,137,139,41,31,89,16,34,33,11,1
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Hervormd Dienstgebouw,0189::SB9,7468 GC,1615,885,0,0,0,0,0,783,102,0,0,0,0,0,0,885,329,35,130,126,45,41,87,11,41,27,9,4
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kulturhus Hoge Hexel,0189::SB10,7645 AV,748,472,0,0,0,1,0,422,51,0,0,0,1,0,0,473,187,8,37,36,10,11,78,10,78,6,2,9
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Kulturhus ""Irene""",0189::SB11,7467 PL,686,452,0,0,0,0,0,388,64,0,0,0,0,0,0,452,176,10,47,16,16,11,75,10,79,2,4,6
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Akkerhus,0189::SB12,7468 RE,418,299,0,0,0,0,1,236,62,0,0,0,0,0,0,299,105,6,50,20,10,22,29,1,44,5,3,4
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeentehuis,0189::SB13,7642 EC,1030,702,0,2,0,0,1,646,57,0,0,0,0,0,0,704,194,52,125,53,27,81,91,19,24,24,6,6
,Wierden,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verenigingsgebouw VDH,0189::SB18,7641 AG,1419,564,2,4,0,0,0,504,66,0,0,0,0,0,0,570,140,41,118,52,49,70,30,14,16,18,10,6
