contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Basisschool ""De Ark""",0313::SB1,3751 VK,1477,702,2,2,0,0,0,609,97,0,0,0,0,0,0,706,58,17,197,17,103,3,18,178,90,9,6,1,0,0,5
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Immanuel kerk,0313::SB2,3752 PE,1364,843,2,3,0,0,1,753,94,0,0,0,0,0,0,848,64,16,156,12,143,7,36,324,58,13,7,2,1,1,3
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Het Talent,0313::SB3,3752 XK,1401,617,0,6,0,0,0,549,74,0,0,0,0,0,0,623,53,17,140,17,87,0,15,204,64,8,6,1,0,0,5
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gemeentehuis,0313::SB4,3752 CL,1409,786,1,3,0,0,0,684,105,0,0,1,0,0,0,789,82,17,174,20,108,7,29,232,86,12,10,0,1,0,8
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau 't  Kruisrak,0313::SB5,3752 KV,1380,663,3,4,0,0,0,594,76,0,0,0,0,0,0,670,63,22,131,22,120,6,29,175,62,15,9,0,0,2,7
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Mr Gr. van Prinstererschool,0313::SB6,3752 GW,1278,831,0,2,0,0,0,751,82,0,0,0,0,0,0,833,69,24,192,27,137,7,24,247,74,18,8,0,2,0,2
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Noorderkerk,0313::SB7,3751 AR,1575,877,0,4,0,0,0,761,120,0,0,0,0,0,0,881,81,4,177,28,133,5,16,315,92,14,8,0,1,1,2
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Zorg en wooncentrum ""De Haven""",0313::SB8,3752 GM,1543,856,4,3,0,1,0,760,105,0,1,0,2,0,0,865,54,12,214,12,92,5,21,321,105,12,5,1,0,0,2
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Westerkerk,0313::SB9,3752 GP,1468,712,0,1,0,0,0,626,87,0,0,0,0,0,0,713,57,7,158,11,94,2,30,219,105,14,10,1,2,0,2
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School met de Bijbel,0313::SB10,3754 NA,634,452,0,0,0,0,0,402,50,0,0,0,0,0,0,452,40,7,113,9,38,2,9,130,82,13,5,0,0,2,2
,Bunschoten,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Brandweerkazerne,0313::SB11,3751 DH,1582,866,1,3,0,0,0,755,115,0,0,0,0,0,0,870,81,8,212,24,116,3,19,288,90,10,8,0,2,0,5
