contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Oude Raadhuis,1674::SB1,4701 PA,1175,743,0,1,0,0,0,657,87,0,0,0,0,0,0,744,175,105,107,91,41,90,31,43,28,0,0,24,0,7,1
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Centrum voor de Kunsten, muziek",1674::SB2,4701 EK,1706,665,1,0,0,0,0,598,68,0,0,0,0,0,0,666,146,106,109,77,61,77,17,36,19,0,0,9,3,4,1
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Buurthuis Keijenburg,1674::SB3,4702 CG,1584,631,2,5,0,0,0,565,73,0,0,0,0,0,0,638,81,99,116,104,60,66,37,25,20,0,0,18,1,4,0
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Recreatiezaal Mimosa-flat,1674::SB4,4702 BR,1620,548,2,1,0,0,1,502,48,0,0,0,0,0,0,551,82,92,91,94,46,55,15,40,15,0,0,13,1,4,0
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Buurthuis Fatima,1674::SB5,4702 GZ,1574,661,3,4,0,0,0,606,62,0,0,0,0,0,0,668,94,74,85,115,83,95,28,43,17,0,0,21,0,6,0
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wiekendael,1674::SB6,4702 ZB,1388,507,4,0,0,0,0,448,63,0,0,0,0,0,0,511,82,51,105,75,34,65,25,36,13,0,0,14,2,4,1
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Brede School Zwanehof,1674::SB7,4702 RG,1910,471,0,0,0,0,0,405,66,0,0,0,0,0,0,471,52,48,106,75,61,49,20,33,10,1,0,13,0,3,0
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Brede School Zwanehof,1674::SB8,4702 RG,1764,562,6,1,0,1,0,485,83,0,0,1,0,0,0,568,52,37,132,108,77,70,18,34,18,0,0,12,1,3,0
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau St. Elisabeth ingang Wouwseweg 21,1674::SB9,4703 AK,1483,670,0,4,0,0,0,608,66,0,0,0,0,0,0,674,101,160,109,109,42,57,19,40,17,0,0,8,0,7,1
Tilburg,Roosendaal,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Westpoort,1674::SB10,4703 EX,1494,425,5,2,0,0,0,383,49,0,0,0,0,0,0,432,39,55,105,73,41,41,8,33,16,0,0,9,0,4,1
