contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Nieuwe Stadhuis,0301::SB1,,858,676,1,6,0,0,0,644,39,0,0,0,0,0,0,683,84,113,32,31,81,122,95,22,4,70,7,1,1,0,3,8,1,1,0
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Oude Stadhuis,0301::SB2,,996,749,0,2,0,2,0,707,42,0,0,2,0,0,0,749,113,94,48,33,84,134,137,16,1,67,9,3,0,0,2,4,2,1,1
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Martinet,0301::SB3,,1434,541,2,1,0,0,0,509,35,0,0,0,0,0,0,544,54,60,29,47,99,93,66,11,2,55,15,1,1,0,5,0,1,2,0
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Het Bornhof,0301::SB4,,1236,560,2,1,0,0,0,534,29,0,0,0,0,0,0,563,41,109,63,50,95,59,45,26,4,31,22,0,0,0,10,1,3,1,0
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Waterkracht,0301::SB5,,1803,723,2,2,0,0,0,676,51,0,0,0,0,0,0,727,42,99,80,99,167,72,44,18,6,50,20,0,2,1,12,5,3,3,0
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau OBS De Waaier,0301::SB6,,1555,338,3,2,0,0,0,314,29,0,0,0,0,0,0,343,25,66,27,43,67,33,19,17,3,14,14,1,0,0,2,4,2,0,1
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Lokaal Emmanuelkerk,0301::SB7,,1531,503,1,3,0,0,0,473,34,0,0,0,0,0,0,507,23,80,56,55,129,50,15,22,0,34,19,2,1,0,7,4,2,2,2
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau de Plotter,0301::SB8,,1394,714,3,0,0,5,0,652,60,0,0,5,0,0,0,712,73,97,47,40,138,123,100,26,3,37,12,3,0,0,4,6,1,4,0
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Lunette,0301::SB9,,1709,972,1,5,0,0,0,887,91,0,0,0,0,0,0,978,112,116,89,46,125,198,123,29,1,74,30,3,1,1,8,11,2,3,0
Arnhem,Zutphen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Polbeek,0301::SB10,,1763,1088,2,11,1,1,0,1029,74,0,0,0,2,0,0,1103,111,140,166,102,136,130,99,58,6,70,40,1,3,2,11,3,6,4,0
