contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeentehuis Hof van Twente,1735::SB1,7471 DK,1236,1119,4,0,0,0,2,1025,96,0,0,0,0,0,0,1123,230,144,229,122,104,131,21,54,7,42,14,21
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum de Stoevelaar,1735::SB2,7471 AB,1199,666,2,4,0,0,0,627,45,0,0,0,0,0,0,672,120,115,119,51,77,84,24,28,5,27,3,13
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau o.b.s. De Whee, locatie de Wiekslag",1735::SB3,7471 EL,1225,689,1,2,0,0,0,636,56,0,0,0,0,0,0,692,121,133,76,89,115,79,13,16,4,22,5,16
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau SG De Waerdenborch,1735::SB4,7471 EP,1275,443,2,7,0,0,0,414,38,0,0,0,0,0,0,452,72,86,50,69,67,35,8,15,2,29,3,7
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zalencentr. De Bebsel,1735::SB5,7471 CH,1234,575,5,1,0,0,0,536,45,0,0,0,0,0,0,581,172,64,92,78,69,42,11,21,2,15,1,8
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Villa 70, 't Gijminkhuis",1735::SB6,7471 KP,1144,583,0,3,0,0,1,532,53,0,0,0,0,0,0,586,118,96,58,75,110,63,13,10,3,23,6,8
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kantine sporthal de Mossendam,1735::SB7,7471 SE,1349,661,1,1,0,0,0,603,60,0,0,0,0,0,0,663,162,74,152,62,61,86,9,20,4,13,9,9
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau WOZOCO/woon- zorgcentrum,1735::SB8,7478 XN,1072,661,2,4,0,0,0,610,57,0,0,0,0,0,0,667,122,114,113,39,92,98,10,30,1,14,12,16
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cultureel centrum het Beaufort,1735::SB9,7475 AG,1428,873,1,0,0,0,0,791,83,0,0,0,0,0,0,874,158,85,316,57,49,105,12,23,13,23,17,15
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Gebouw "" 'n Veern hof""",1735::SB10,7475 BW,1183,632,2,0,0,0,0,576,58,0,0,0,0,0,0,634,91,75,260,43,44,58,9,14,6,13,7,12
