contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau het Raadhuis,0228::SB1,6711 DD,1397,891,2,3,0,0,2,806,92,0,0,0,4,0,0,900,192,60,161,46,31,97,45,105,91,16,28,0,0,0,10,1,4,3,1
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verzorgingshuis Bethanië,0228::SB2,6711 JK,1445,1037,4,0,0,1,0,940,102,0,0,0,1,0,0,1042,214,48,148,61,47,143,50,143,122,33,12,0,0,0,8,0,6,2,0
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Vilente De Nieuwe Klinkenberg,0228::SB3,6711 KJ,1569,528,6,2,0,0,2,478,56,0,0,0,0,0,0,536,107,26,79,57,36,59,30,54,29,24,15,0,0,0,5,3,1,2,1
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Vilente St.Barbara,0228::SB4,6711 NT,1429,881,3,3,0,1,3,816,69,0,0,0,1,0,0,888,195,70,158,75,33,102,43,81,59,22,33,2,0,0,5,0,2,1,0
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Doelen,0228::SB5,6711 DE,1547,935,1,0,0,11,1,853,93,0,0,0,11,0,0,947,174,73,123,101,46,111,40,119,60,38,22,1,1,1,15,3,3,2,2
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Wonewei,0228::SB6,6716 SL,1595,754,1,1,0,0,1,703,52,0,0,0,0,0,0,756,108,51,93,58,46,103,58,131,43,22,20,0,1,0,8,4,2,6,0
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau CNS-basisschool De Meander,0228::SB7,6718 EB,1277,513,0,0,0,0,0,450,63,0,0,0,0,0,0,513,104,32,61,36,27,66,29,71,66,7,5,1,0,1,3,1,1,2,0
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Elim,0228::SB8,6718 DG,1320,587,0,0,0,0,1,499,85,0,0,2,0,0,0,585,97,50,57,57,30,42,23,86,120,10,8,0,0,0,2,0,5,0,0
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau CNS-basisschool De Vuursteen,0228::SB9,6718 MJ,1552,691,2,0,0,0,0,601,92,0,0,0,0,0,0,693,114,47,76,47,48,78,25,118,90,16,12,0,1,0,8,2,5,3,1
Arnhem,Ede,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Restaurant Buitenzorg,0228::SB10,6712 GG,1708,958,2,2,0,0,0,861,101,0,0,0,0,0,0,962,145,61,150,98,42,102,24,136,105,41,26,0,3,0,11,4,6,4,0
