contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeentehuis,0888::SB1,6191 KA,1136,702,4,1,0,0,0,642,66,0,0,0,1,0,0,708,104,199,108,38,80,18,94,20,15,8,17,1
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau De Dagbeeker,0888::SB2,6191 TX,1153,562,1,1,0,0,0,495,69,0,0,0,0,0,0,564,113,98,79,46,84,18,56,20,24,7,17,0
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Duivenlokaal,0888::SB3,6191 TK,1175,587,2,4,0,0,0,543,49,0,0,1,0,1,0,592,127,107,68,38,98,15,61,21,22,13,16,1
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Woon-/Zorgcentrum,0888::SB4,6191 KZ,1139,605,2,2,0,0,0,560,49,0,0,0,0,0,0,609,89,165,99,40,57,10,80,28,16,7,13,1
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Verenigingslokaal L'Union,0888::SB5,6191 BN,1204,528,1,0,0,0,0,480,49,0,0,0,0,0,0,529,105,111,68,40,77,15,56,14,18,9,15,0
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Muziekschool,0888::SB6,6191 VP,1115,443,2,3,0,0,0,414,36,0,0,0,2,0,0,450,111,63,58,32,71,10,30,29,17,3,18,1
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Neerbeek,0888::SB7,6191 GN,971,623,2,1,0,1,0,567,60,0,0,0,1,0,0,627,103,135,69,50,72,5,58,32,16,6,75,2
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,"Stembureau Verenigingslokaal ""Willem Tell""",0888::SB8,6191 RP,454,226,3,0,0,0,0,207,22,0,0,0,0,0,0,229,24,54,43,9,25,14,33,6,11,2,4,1
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Genhout,0888::SB9,6191 NZ,985,522,3,0,0,0,0,475,49,0,0,1,0,1,0,524,117,119,79,26,66,8,52,13,13,8,17,4
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau WOZOCO,0888::SB10,6176 BE,1077,579,1,0,0,1,0,506,73,0,0,1,0,0,0,579,124,168,50,33,72,17,62,25,5,7,13,3
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Bejaarden Sociëteit,0888::SB11,6176 AS,971,502,1,1,0,0,0,463,41,0,0,0,0,0,0,504,99,146,71,36,45,9,46,12,19,8,8,3
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Verenigingslokaal Schutterij,0888::SB12,6176 BZ,772,390,1,0,0,0,0,344,45,0,0,2,0,2,0,389,64,128,54,16,50,7,36,11,14,3,5,2
Maastricht,Beek,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau School de Bron,0888::SB13,6191 EK,1020,341,2,4,0,0,0,303,42,0,0,2,0,0,0,345,61,64,60,27,34,6,43,5,14,4,22,1
