contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Montessorischool,0748::SB1,4611 SC,1701,662,3,3,0,0,66,602,0,0,0,0,0,0,0,668,148,55,97,93,68,80,36,31,22,0,0,21,1,9,1
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zoomflat,0748::SB2,4611 EH,1844,660,3,3,0,0,1,575,90,0,0,0,0,0,0,666,103,58,125,98,79,86,24,44,27,0,0,11,0,5,0
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Huize Avondvrede,0748::SB3,4611 DX,1457,686,1,3,0,0,0,690,0,0,0,0,0,0,0,690,185,86,79,58,80,108,22,33,17,0,0,12,1,5,0
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadskantoor,0748::SB4,4611 AR,1840,839,4,0,0,0,0,736,107,0,0,0,0,0,0,843,171,89,113,104,95,109,23,54,32,0,0,33,0,13,3
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ontmoetingscentrum De Olifant,0748::SB5,4615 EV,1611,563,3,6,0,0,0,512,60,0,0,0,0,0,0,572,43,32,199,112,46,49,11,45,8,0,0,14,1,3,0
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gezondheidscentrum,0748::SB6,4611 AM,1136,528,1,0,0,0,0,482,48,0,1,0,1,0,0,530,74,46,99,95,57,70,12,43,15,2,0,9,0,5,1
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Serviceflat de Schelde,0748::SB7,4615 EJ,2120,766,3,0,0,0,0,682,87,0,0,0,0,0,0,769,126,98,147,114,81,69,22,55,24,1,1,17,1,10,0
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Cafe 't Hoefke,0748::SB8,4614 VB,1738,880,4,1,0,0,0,791,94,0,0,0,0,0,0,885,205,112,151,130,73,100,17,42,31,0,0,13,0,5,1
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkcentrum de Moerkens,0748::SB9,4614 EK,1353,710,0,0,0,0,0,638,72,0,0,0,0,0,0,710,167,85,94,66,58,103,21,48,29,0,0,24,0,13,2
Tilburg,Bergen op Zoom,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Serviceflat Meilust,0748::SB10,4614 CZ,1052,455,3,2,0,0,0,420,40,0,0,0,0,0,0,460,119,81,31,53,33,78,11,25,9,0,0,7,0,8,0
