contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gemeentehuis,0047::SB1,9641 AW,1186,756,2,5,0,1,3,677,84,0,0,0,1,0,0,764,121,75,99,63,52,86,40,18,11,18,18,113,1,24,7,3,1,3,3
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Cultuurcentrum van Beresteyn,0047::SB2,9641 AD,1436,887,0,0,0,0,0,808,79,0,0,0,0,0,0,887,106,60,180,65,67,80,51,24,10,26,30,140,1,29,9,2,2,0,5
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Waterschap Hunze en Aa's,0047::SB3,9641 PJ,1128,357,0,1,0,0,0,327,32,0,1,0,1,0,0,359,38,32,59,41,22,32,21,16,4,6,6,62,4,3,1,5,1,0,4
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Huize St Franciscus,0047::SB4,9641 LW,1256,591,3,3,0,0,0,536,61,0,0,0,0,0,0,597,80,60,105,48,35,61,35,18,4,18,16,79,0,22,6,0,0,0,4
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Woonzorgcentrum A.G. Wildervanck,0047::SB5,9642 LN,1326,606,2,4,0,0,0,564,48,0,0,0,0,0,0,612,99,76,103,41,37,71,9,17,12,18,12,80,0,20,6,1,1,0,3
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Verpleeghuis Meander,0047::SB6,9642 AP,794,380,1,1,0,0,0,354,28,0,0,0,0,0,0,382,40,31,61,39,23,42,14,8,13,11,15,58,1,14,7,0,1,0,2
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Zorglokatie Meander: De Breehorn,0047::SB7,9642 LK,1179,489,3,3,0,0,0,445,50,0,0,0,0,0,0,495,71,18,96,40,26,46,52,11,6,17,9,53,0,22,3,0,8,1,10
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Wijkcentrum Dukdalf,0047::SB8,9642 MA,1724,924,2,1,0,2,0,860,65,0,0,2,0,0,0,925,132,69,199,78,58,82,40,22,17,22,17,136,1,35,7,0,2,1,6
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau O.B.S. de Viermaster,0047::SB9,9642 KX,1192,599,1,2,0,0,0,550,52,0,0,0,0,0,0,602,79,61,106,54,40,78,30,13,13,10,6,87,2,11,5,1,1,0,2
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Woon en zorgcentrum Westerhave,0047::SB10,9648 BE,1535,796,5,0,0,0,0,727,76,0,2,0,2,0,0,803,100,92,113,57,46,94,26,25,13,11,16,143,2,37,6,4,1,0,10
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Bijleveldcentrum,0047::SB11,9648 CM,1253,623,0,1,0,0,0,565,59,0,0,0,0,0,0,624,83,45,110,47,26,57,35,18,12,15,14,106,0,43,5,0,2,0,5
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau O.B.S. de Sleutel,0047::SB12,9648 KK,1373,539,1,2,0,0,0,484,58,0,0,0,0,0,0,542,30,30,98,51,24,75,14,13,13,24,10,72,1,66,5,4,0,2,7
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis de Molenwiek,0047::SB13,9644 VL,1310,647,1,1,0,1,0,579,71,0,0,0,1,0,0,650,56,64,122,55,36,71,22,8,19,28,5,104,1,37,7,1,4,2,5
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Woonzorgcomplex De Meridiaan,0047::SB14,9645 HC,2272,966,1,2,0,0,0,864,105,0,0,0,0,0,0,969,110,54,226,56,55,147,27,44,9,30,31,99,2,50,10,2,6,0,8
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtcentrum Middenweg,0047::SB15,9645 BC,1029,374,0,1,0,0,0,347,28,0,0,0,0,0,0,375,52,13,89,27,13,64,12,10,5,10,11,31,1,29,2,0,1,0,4
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau O.S.G. Winkler Prins,0047::SB16,9646 AA,1530,819,0,0,0,0,0,747,82,0,0,0,10,0,10,829,101,74,107,77,81,56,35,15,13,14,12,199,1,20,5,0,2,2,5
,Veendam,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau O.D.B.S. De Butte,0047::SB17,9631 TE,348,227,0,1,0,0,0,207,21,0,0,0,0,0,0,228,16,30,38,15,19,19,13,7,0,15,3,41,0,9,1,0,0,0,1
