contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis,0448::SB1,,1789,975,0,1,0,0,21,860,95,0,0,0,0,0,0,976,203,124,71,141,141,113,67,31,14,21,30,7,0,7,5
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau PCBS de Fontein,0448::SB2,,2275,985,12,1,0,0,0,887,111,0,0,0,0,0,0,998,174,102,104,137,142,155,52,28,16,28,32,3,1,3,8
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Verzorgingshuis De Gollards,0448::SB3,,1501,989,3,3,0,0,3,917,75,0,0,0,0,0,0,995,157,137,78,127,117,178,61,33,27,33,30,3,1,4,3
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Het Eierlandsche Huis,0448::SB4,,641,394,5,0,0,0,13,354,32,0,0,0,0,0,0,399,119,38,53,32,24,52,17,10,10,17,13,3,0,4,2
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Verenigingshuis Bethel,0448::SB5,,303,194,1,0,0,0,0,180,15,0,0,0,0,0,0,195,61,7,18,23,15,39,10,2,0,5,7,2,0,3,2
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis De Waldhorn,0448::SB6,,579,411,4,0,0,0,2,372,41,0,0,0,0,0,0,415,88,51,23,66,42,73,15,19,7,7,12,3,0,3,2
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis De Hof,0448::SB7,,1022,508,2,4,0,0,4,446,64,0,0,0,0,0,0,514,166,45,79,67,45,50,10,12,7,14,7,1,0,2,3
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis De Bijenkorf,0448::SB8,,992,574,5,1,0,0,4,515,61,0,0,0,0,0,0,580,82,51,43,63,67,133,35,22,11,7,49,3,0,4,4
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis 't Skiltje,0448::SB9,,1034,480,6,0,0,0,0,423,63,0,0,0,0,0,0,486,111,51,54,64,47,76,18,12,7,22,9,0,0,6,3
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis De Wielewaal,0448::SB10,,315,209,2,0,1,0,0,183,27,0,0,1,0,0,0,210,78,25,14,25,17,31,8,2,2,3,1,0,0,1,2
Den Helder,Texel,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau TESO wachtlokaal,0448::SB11,,243,186,0,1,0,0,1,167,19,0,0,0,0,0,0,187,27,27,14,22,16,26,25,12,3,5,2,1,0,2,4
