contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bowling en Partycentrum Krimpenhof,0542::SB1,2922 HM,978,512,1,0,0,0,0,423,90,0,0,0,0,0,0,513,37,48,76,39,22,28,9,34,187,7,12,6,6,0,1
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Muziekschool Krimpen aan den IJssel,0542::SB2,2921 XH,1369,679,2,3,0,0,0,575,109,0,0,0,0,0,0,684,70,42,95,50,45,57,14,39,222,19,18,6,1,1,0
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zwembad /Sauna De Lansingh,0542::SB3,2923 AM,1513,687,2,0,0,0,0,591,98,0,0,0,0,0,0,689,99,56,87,62,31,43,12,46,206,19,22,3,0,1,0
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dorpsplein Het Facet,0542::SB4,2922 EN,1086,655,2,1,0,0,0,574,85,0,1,0,1,0,0,659,70,48,83,69,48,60,5,56,171,21,14,4,2,4,0
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Krimpenerwaard College,0542::SB5,2924 AN,1127,777,1,1,0,0,0,679,100,0,0,0,0,0,0,779,116,53,77,79,53,85,22,85,146,17,29,9,4,0,2
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sociëteit Gouden Regen,0542::SB6,2923 EK,1212,680,0,1,0,0,0,585,96,0,0,0,0,0,0,681,95,64,77,62,40,74,15,61,136,24,22,7,0,2,1
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum De Sperwer,0542::SB7,2926 TA,1370,971,3,1,0,0,1,849,123,0,0,2,0,2,0,973,206,72,138,117,61,88,18,79,103,25,36,23,2,3,0
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Mozaïek,0542::SB8,2925 BX,1095,801,1,0,0,0,1,710,90,0,0,0,0,1,0,801,130,75,79,64,49,72,23,126,118,20,30,12,0,2,1
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Fontein,0542::SB9,2924 XP,1323,731,4,1,0,0,0,649,87,0,0,0,0,0,0,736,138,71,98,77,45,79,20,55,82,27,27,7,1,4,0
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum Crimpenersteyn,0542::SB10,2924 BC,1252,658,4,4,0,0,0,598,68,0,0,0,0,0,0,666,106,64,106,73,80,63,20,40,51,20,23,4,1,7,0
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Paperclip,0542::SB11,2925 CB,1215,686,2,1,0,0,0,604,84,0,0,0,0,0,0,688,155,60,80,78,50,78,16,42,55,20,29,11,5,5,2
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sportzaal De Populier,0542::SB12,2925 CP,1477,712,1,5,0,0,1,651,66,0,0,0,0,0,0,718,115,64,112,84,57,71,21,49,61,29,26,16,1,5,1
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Comenius College,0542::SB13,2922 BA,1296,702,0,0,1,0,0,583,120,0,0,0,1,0,0,703,49,37,81,64,28,35,19,38,311,17,18,0,5,0,0
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Wegwijzer,0542::SB14,2925 EZ,1419,678,1,1,0,0,0,618,63,0,1,0,1,0,0,681,91,69,122,105,75,62,19,39,40,21,23,6,1,4,1
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gezondheidscentrum Krimpen,0542::SB15,2922 CJ,1279,715,0,1,0,0,0,626,90,0,0,0,0,0,0,716,78,68,71,94,52,65,21,48,169,29,9,7,2,1,1
Leiden,Krimpen aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ontmoetingscentrum De Tuyter,0542::SB16,2922 VL,1023,687,0,3,0,0,0,603,87,0,0,0,0,0,0,690,61,56,100,83,57,36,9,30,217,16,16,2,1,3,0
