contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Concordia zalencentrum,0632::SB1,3441 BG,1631,920,2,2,0,0,0,862,63,0,0,0,1,0,0,925,191,71,149,140,89,42,76,43,21,18,49,1,27,0,3
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Zorgcentrum 't Oude Landt,0632::SB2,3443 AH,1107,588,2,2,0,0,0,540,52,0,0,0,0,0,0,592,136,31,179,75,34,11,16,26,43,9,16,0,10,0,2
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Careyn 'Weddesteyn',0632::SB3,3445 AS,1243,856,5,4,0,0,0,772,93,0,0,0,0,0,0,865,147,56,199,143,46,37,43,73,49,28,20,1,14,0,0
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau R. de Jagerschool,0632::SB4,3445 ER,1298,846,0,0,0,0,0,769,78,0,0,0,1,0,0,847,99,81,173,108,58,43,75,82,63,24,14,0,18,1,7
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Jan de Bakkerschool,0632::SB5,3442 XH,1650,842,2,0,0,0,0,754,90,0,0,0,0,0,0,844,106,48,179,77,98,24,74,54,79,28,43,0,28,1,3
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Wegwijzer RK-basisschool,0632::SB6,3442 JE,1483,741,1,5,0,0,0,671,76,0,0,0,0,0,0,747,93,55,132,107,72,30,70,58,29,21,31,1,36,4,2
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Welzijn Woerden,0632::SB7,3443 EG,1521,807,2,0,0,0,0,750,59,0,0,0,0,0,0,809,125,74,146,110,71,45,72,57,29,28,23,0,25,1,1
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Thijs van der Polshal,0632::SB8,3443 CT,1321,690,1,2,0,0,0,619,74,0,0,0,0,0,0,693,133,64,159,70,69,26,48,33,29,12,16,1,28,0,2
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Jenaplanschool De Kring,0632::SB9,3443 GZ,1300,596,1,1,0,0,0,534,64,0,0,0,0,0,0,598,92,46,137,72,53,32,35,33,33,12,19,0,32,0,0
,Woerden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ontmoetingcentr.Kruiskerk,0632::SB10,3443 CD,1631,812,7,5,0,0,0,753,71,0,0,0,0,0,0,824,107,45,156,110,88,17,93,44,39,34,42,0,34,0,3
