contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Bibliotheek,0772::SB1,,1619,623,3,1,0,0,3,573,51,0,0,0,0,0,0,627,142,50,52,71,64,129,57,9,32,0,1,9,2,5
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Driestam,0772::SB2,,2864,455,3,1,0,0,0,420,39,0,0,0,0,0,0,459,64,36,41,65,48,78,51,29,23,2,0,9,4,5
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Fellenoord,0772::SB3,,3310,600,11,0,0,0,1,569,41,0,0,0,0,0,0,611,81,41,74,109,89,86,47,19,23,2,0,10,5,14
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Buurtinfowinkel,0772::SB4,,2758,427,8,2,0,0,0,399,38,0,0,0,0,0,0,437,43,13,41,83,72,85,39,12,30,1,0,3,1,4
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau zorgcentrum De Horst,0772::SB5,,2648,411,1,2,0,0,0,382,32,0,0,0,0,0,0,414,63,75,51,66,28,48,16,37,11,0,2,5,0,9
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Atalanta,0772::SB6,,3278,480,1,0,0,0,0,443,38,0,0,0,0,0,0,481,39,53,87,100,53,56,25,34,21,0,1,5,0,6
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Elf13,0772::SB7,,3136,537,7,3,0,0,0,493,54,0,0,0,0,0,0,547,39,50,87,101,66,69,43,33,27,1,0,11,1,9
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Korenaar,0772::SB8,,2017,760,2,0,0,0,2,705,55,0,0,0,0,0,0,762,115,83,82,113,110,100,50,32,27,1,0,11,1,35
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ontmoetingsruimte Pieter Eiffhuis,0772::SB9,,2543,468,0,0,0,0,0,426,42,0,0,0,0,0,0,468,66,59,61,72,36,57,16,56,12,2,1,10,1,19
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Gunterslaer,0772::SB10,,1379,831,2,1,0,0,0,748,86,0,0,0,0,0,0,834,139,109,95,128,82,113,51,51,35,3,0,13,0,12
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Vrijetijdsaccommodatie De Mortel,0772::SB11,,2878,634,6,1,0,0,0,566,75,0,0,0,0,0,0,641,59,55,107,110,77,68,56,43,35,2,0,3,0,19
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gymzaal,0772::SB12,,2678,460,2,1,0,0,0,413,47,0,0,3,0,3,0,460,45,39,110,98,31,42,24,23,21,0,0,10,2,15
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau service verzorgingscentrum Antonius,0772::SB13,,3051,756,3,1,0,1,1,652,106,0,0,0,0,0,0,759,211,129,76,68,45,122,21,38,25,2,0,8,1,10
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau zorgcentrum Den Eerdbrand/De Bevelanden,0772::SB14,,2928,596,2,3,0,0,2,552,47,0,0,0,0,0,0,601,67,77,102,119,51,70,29,33,17,3,1,3,1,23
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool de Schelp,0772::SB15,,1447,578,4,1,0,0,0,513,70,0,0,0,0,0,0,583,39,47,122,155,68,51,18,36,18,0,1,6,1,16
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Tempel,0772::SB16,,1613,649,0,0,0,0,0,595,54,0,0,0,0,0,0,649,54,73,111,141,69,80,32,34,25,2,0,9,1,18
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ontmoetingscentrum Vivaldi,0772::SB17,,2255,436,1,1,0,0,0,409,29,0,0,0,0,0,0,438,24,73,72,99,41,37,15,45,12,0,1,3,0,14
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Cornelis Jetses,0772::SB18,,2638,387,4,3,0,0,0,356,38,0,0,0,0,0,0,394,37,43,70,108,39,28,17,23,10,3,0,1,1,7
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Jurriaan Pels wooncentrum,0772::SB19,,1422,632,2,7,0,0,0,608,33,0,0,0,0,0,0,641,52,90,79,115,72,71,33,80,17,1,1,5,2,14
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool de Korenaar,0772::SB20,,2862,397,3,4,0,1,0,376,27,0,0,1,0,0,0,403,27,40,66,85,46,48,16,34,16,1,0,3,0,15
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau service verzorgingscentrum Brunswijck,0772::SB21,,3033,511,3,1,0,0,0,480,36,0,1,0,1,0,0,516,39,69,86,114,55,46,23,33,18,6,1,8,1,12
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis De Uitwijk,0772::SB22,,2692,535,3,5,0,0,0,490,53,0,0,0,0,0,0,543,61,71,96,97,53,57,22,35,21,2,2,4,0,14
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau service verzorgingscentrum Peppelrode,0772::SB23,,1742,688,5,0,0,0,0,639,55,0,1,0,1,0,0,694,74,108,92,100,91,83,30,51,27,4,1,13,2,12
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Wethouder van Eupen,0772::SB24,,2014,589,0,3,0,0,0,541,51,0,0,0,0,0,0,592,92,64,44,85,52,110,58,44,24,0,0,5,1,10
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Buurthuis de Boemerang,0772::SB25,,4006,975,2,5,0,0,0,905,77,0,0,0,0,0,0,982,143,124,125,161,80,129,68,80,22,5,1,8,3,26
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ontmoetingscentrum de Cabine,0772::SB26,,3321,647,3,1,0,0,0,581,70,0,0,0,0,0,0,651,64,72,102,137,60,67,40,36,23,9,0,11,2,24
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Louis Buelens,0772::SB27,,2756,639,0,0,0,0,0,574,65,0,0,0,0,0,0,639,86,68,80,109,68,104,54,23,16,4,0,10,2,15
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Verpleeghuis Dommelhoef,0772::SB28,,1553,909,5,5,0,0,0,817,102,0,0,0,0,0,0,919,227,78,51,71,133,197,81,18,40,1,0,2,2,8
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau gebouw Rode Kruis,0772::SB29,,1643,711,4,1,0,0,0,653,63,0,0,0,0,0,0,716,85,52,67,140,99,131,52,30,31,2,0,7,5,10
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Driesprong,0772::SB30,,3142,512,0,1,0,0,0,471,42,0,0,0,0,0,0,513,46,37,67,126,58,69,43,18,31,0,2,7,0,8
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Vitalis Berckelhof,0772::SB31,,3419,478,5,3,0,0,0,451,35,0,0,0,0,0,0,486,45,45,87,83,47,60,42,25,21,1,1,7,1,13
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Activiteitencentrum Orka,0772::SB32,,2785,559,2,1,0,0,0,523,40,0,0,0,1,0,0,563,55,47,89,126,56,54,47,43,23,0,0,11,1,7
's-Hertogenbosch,Eindhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Spilcentrum de Boog,0772::SB33,,3047,774,1,1,0,0,0,684,92,0,0,0,0,0,0,776,159,93,88,107,84,102,41,48,32,0,0,6,1,13
