contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeentehuis Dinkelland,1774::SB1,7591 MA,1691,999,4,3,0,0,0,878,128,0,0,0,0,0,0,1006,345,56,230,130,75,84,9,18,2,21,14,15
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS Dr. M.L. Kingschool,1774::SB2,7591 XJ,1867,899,1,3,0,0,1,790,112,0,0,0,0,0,0,903,307,68,161,98,94,69,13,31,1,33,10,14
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorggroep St. Maarten,1774::SB3,7591 GX,1562,633,0,0,0,0,0,558,75,0,0,0,0,0,0,633,240,45,118,76,57,49,4,12,0,15,11,6
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Brandweerkazerne,1774::SB4,7591 BH,1636,683,0,0,0,0,0,608,75,0,0,0,0,0,0,683,205,62,137,86,68,74,2,14,1,17,12,5
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kulturhus De Mare,1774::SB5,7591 PC,841,474,0,0,0,0,3,394,77,0,0,0,0,0,0,474,296,13,50,40,22,17,5,10,1,5,15,0
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gasterij de Smid,1774::SB6,7635 NC,785,395,0,0,0,0,1,324,70,0,0,0,0,0,0,395,252,14,46,26,9,21,5,8,4,3,2,5
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cafe Haamberg,1774::SB7,7634 PR,677,348,1,3,0,0,0,300,52,0,0,0,0,0,0,352,254,3,38,30,1,11,0,3,0,0,5,3
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cafe Groot Agelo,1774::SB8,7636 RL,723,328,0,0,0,0,0,269,59,0,0,0,0,0,0,328,236,10,45,3,4,15,0,5,5,2,0,3
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Huize Sint Jozef,1774::SB9,7595,1250,585,0,1,0,0,0,517,69,0,0,0,0,0,0,586,301,25,76,60,25,49,1,12,0,13,15,8
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau 't Trefpunt,1774::SB10,7595 XB,1077,668,1,1,0,0,0,595,75,0,0,0,0,0,0,670,264,30,131,70,32,87,3,10,2,13,12,14
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kulturhus,1774::SB11,7597 LS,1271,703,0,4,0,0,0,575,132,0,0,0,0,0,0,707,438,20,85,63,20,46,7,4,2,5,3,10
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kulturhus Rabo-de CoCeR,1774::SB12,7596 KM,1787,904,0,7,1,0,0,757,153,0,0,1,0,0,0,910,551,51,95,60,39,60,3,20,2,10,6,7
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau RK Basisschool Willibrordus (D),1774::SB13,7561 PT,1423,805,3,1,0,0,0,701,108,0,0,0,0,0,0,809,429,29,116,90,43,53,6,13,0,13,3,10
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Huize Franciscus,1774::SB14,7631 AM,1651,1015,0,3,0,1,1,898,120,0,0,0,1,0,0,1019,465,48,198,82,34,107,5,25,3,25,4,19
,Dinkelland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Brede School de Bres,1774::SB15,7631 GR,1769,946,1,0,0,0,0,836,111,0,0,0,0,0,0,947,381,58,165,103,52,125,5,20,0,14,5,18
