contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau gebouw Het Bolwerk (zij-ingang),0058::SB1,9101 JV,1361,615,2,5,0,0,0,577,45,0,0,0,0,0,0,622,89,136,65,81,42,69,57,15,32,2,14,13,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau CBS Eben Haëzer,0058::SB2,9101 AC,1314,757,3,3,0,1,0,697,67,0,0,0,1,0,0,764,61,274,41,81,55,65,124,12,21,0,10,12,0,1
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau verzorgingshuis Dongeraheem,0058::SB3,9101 GC,1233,709,3,6,0,0,0,661,57,0,0,0,0,0,0,718,62,231,41,82,45,55,111,21,31,1,10,19,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau CBS De Hoeksteen,0058::SB4,9101 HE,1076,506,1,2,0,0,0,471,38,0,0,0,0,0,0,509,46,102,18,54,71,70,88,18,15,4,7,12,0,1
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Fontein,0058::SB5,9101 DG,1208,694,3,1,1,0,1,643,55,0,0,0,1,0,0,699,80,198,31,78,61,94,87,15,27,2,9,12,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau CBS De Regenboog,0058::SB6,9101 DR,923,476,0,0,0,1,0,443,32,0,0,1,0,0,0,475,52,155,23,55,23,44,63,8,38,1,6,8,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau verpleeghuis De Waadwente,0058::SB7,9101 DA,1729,893,3,4,0,0,1,833,66,0,0,0,0,0,0,900,94,323,54,89,76,78,111,13,31,0,13,11,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau CBS De Bron,0058::SB8,9101 WB,1072,640,1,0,0,0,0,587,54,0,0,0,0,0,0,641,85,176,63,73,30,56,77,23,38,0,13,6,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau gemeenschapscentrum De Dobbe,0058::SB11,9133 MA,864,461,0,2,0,0,0,413,50,0,0,0,0,0,0,463,41,173,28,58,54,28,36,8,10,4,12,9,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau dorpshuis De Nije Pôle,0058::SB12,9155 AM,243,174,0,0,0,0,0,154,20,0,0,0,0,0,0,174,19,63,8,35,4,7,20,7,5,1,5,0,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau dorpshuis De Terpring,0058::SB13,9153 BR,265,137,1,0,0,0,0,124,14,0,0,0,0,0,0,138,11,29,20,27,16,6,11,7,5,0,3,1,0,1
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau dorpshuis De Jister,0058::SB14,9131 KM,640,305,0,0,0,0,0,278,27,0,0,0,0,0,0,305,14,127,5,46,29,23,29,8,12,1,5,6,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau lokaal bij de PKN-kerk,0058::SB15,9132 LT,448,206,0,1,0,0,0,189,18,0,0,0,0,0,0,207,22,54,23,32,16,20,13,11,7,0,8,0,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau dorpshuis d'Ald Skoalle,0058::SB16,9147 BM,559,280,0,0,0,0,0,239,41,0,0,0,0,0,0,280,23,82,26,41,17,27,25,11,5,0,14,9,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau 't Sintrum,0058::SB17,9151 KN,1220,587,1,1,0,0,0,538,51,0,0,0,0,0,0,589,76,140,37,141,61,55,26,19,11,1,16,4,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau lokaal De Gearkomst,0058::SB19,9134 NM,268,155,0,0,0,0,1,142,12,0,0,0,0,0,0,155,9,51,11,16,5,28,27,5,2,0,0,1,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau verzorgingshuis De Skûle,0058::SB20,9123 JZ,737,363,3,0,0,0,0,342,24,0,0,0,0,0,0,366,28,136,14,63,24,30,39,8,11,1,5,3,0,1
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau lokaal De Wynroas,0058::SB21,9142 VT,385,190,0,0,0,0,0,173,17,0,0,0,0,0,0,190,14,55,4,31,31,12,27,3,4,0,8,1,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau gebouw Elim,0058::SB22,9135 PK,186,109,0,0,0,0,0,100,9,0,0,0,0,0,0,109,12,32,8,16,7,11,16,2,2,0,1,2,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Nespel,0058::SB23,9143 WG,306,171,0,0,0,0,0,153,18,0,0,0,0,0,0,171,11,60,7,27,13,17,19,1,5,0,8,2,1,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Nij Sion,0058::SB24,9138 TB,332,186,0,0,0,0,0,178,8,0,0,0,0,0,0,186,7,79,12,26,10,17,19,4,4,0,5,3,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau dorpshuis De Terp,0058::SB25,9137 RW,698,303,0,2,0,0,0,286,19,0,0,0,0,0,0,305,9,107,25,58,33,35,12,6,11,1,2,2,0,2
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau café Fryslân,0058::SB26,9125 EG,154,121,0,0,0,0,0,105,16,0,0,0,0,0,0,121,10,31,15,18,11,9,12,7,6,1,0,1,0,0
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau verzorgingshuis Spiker,0058::SB27,9145 CG,1064,508,0,1,0,0,0,447,63,0,1,0,1,0,0,510,47,152,28,62,55,39,76,13,16,0,13,5,0,2
,Dongeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau dorpshuis De Pipenâle,0058::SB28,9141 VH,269,140,0,0,0,0,0,126,14,0,0,0,0,0,0,140,5,39,6,17,14,16,19,7,3,0,7,7,0,0
