contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS Valckesteyn Noord,0613::SB1,3176 VA,1947,873,3,1,0,3,0,787,93,0,0,0,3,0,0,880,185,75,182,83,65,101,24,31,20,39,45,16,3,0,2,2
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sociaal-Cultureel centrum De Brinkhoeve,0613::SB2,3171 GG,1406,597,2,5,0,2,0,561,45,0,0,0,2,0,0,606,82,62,97,102,56,64,14,28,32,27,18,8,1,2,1,3
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Delta Psychiatrisch Centrum,0613::SB3,3172 AA,1135,372,2,1,0,0,0,339,36,0,0,0,0,0,0,375,52,46,56,54,51,41,19,7,2,14,25,1,1,1,1,1
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau FPC De Kijvelanden,0613::SB4,3172 AB,168,29,0,1,0,0,0,28,2,0,0,0,0,0,0,30,3,1,9,0,9,2,3,0,0,1,1,0,0,0,0,0
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hooge Werf Zorgcentrum,0613::SB5,3171 BJ,1679,952,3,3,0,4,0,868,94,0,0,0,4,0,0,962,168,97,167,137,89,103,28,34,36,43,31,15,0,3,1,0
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Korfbalvereniging RWA,0613::SB6,3171 DC,1173,566,0,1,0,2,0,505,64,0,0,0,2,0,0,569,133,46,92,79,30,80,10,27,15,18,18,12,3,2,1,0
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Overkant Noord,0613::SB7,3161 LG,1440,742,2,4,2,0,0,685,65,0,0,0,2,0,0,750,114,51,142,104,85,94,18,26,6,45,38,16,0,2,0,1
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hervormd Centrum,0613::SB8,3161 AC,1307,573,3,1,0,0,0,522,55,0,0,0,0,0,0,577,122,44,79,90,28,58,19,44,7,20,23,34,0,2,1,2
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maranathakerk Rhoon,0613::SB9,3161 HG,1461,931,3,9,0,2,0,848,93,0,0,2,0,0,0,941,258,57,116,160,50,106,25,45,19,36,28,28,1,2,0,0
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Klepperwei,0613::SB10,3161 TW,1163,738,0,1,0,0,0,679,60,0,0,0,0,0,0,739,111,66,163,114,62,56,17,31,11,40,28,31,0,4,0,4
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Lawn Tennis Club Rhoon,0613::SB11,3161 GM,1022,438,0,1,0,0,2,375,62,0,0,0,0,0,0,439,144,29,62,61,24,34,15,21,3,17,10,15,0,0,0,3
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Campus Portland,0613::SB12,3162 WD,1158,267,0,1,0,0,0,227,41,0,0,0,0,0,0,268,82,10,46,31,19,31,15,10,5,4,4,8,0,2,0,0
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkgebouw Portland,0613::SB13,3162 WK,2604,1124,2,2,0,1,0,1003,126,0,0,0,1,0,0,1129,274,90,234,123,80,104,18,36,28,66,49,16,1,3,1,1
Dordrecht,Albrandswaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Portocabin Parels,0613::SB14,3162 VK,1259,598,1,0,0,1,0,532,66,0,0,1,0,0,0,598,151,35,105,83,47,44,21,32,14,19,26,12,1,4,0,4
