contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0597::SB1,,1045,635,3,3,0,0,0,556,85,0,0,0,0,0,0,641,69,61,111,57,75,54,19,51,79,32,16,9,0,2,0,0
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau St. Jorisparochie,0597::SB2,,960,285,0,1,0,0,0,260,26,0,0,0,0,0,0,286,19,19,64,30,38,19,10,19,30,13,21,3,0,0,0,0
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rehobothschool,0597::SB3,,1052,418,0,3,0,0,0,360,61,0,0,0,0,0,0,421,36,29,63,28,24,25,8,63,120,9,8,2,0,1,0,2
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum West,0597::SB4,,1202,665,4,1,0,0,0,607,63,0,0,0,0,0,0,670,72,59,82,98,53,32,2,41,156,41,17,6,0,2,0,4
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dependance Farel College,0597::SB5,,1183,534,1,2,0,1,0,479,57,0,0,1,0,0,0,536,41,50,76,73,50,37,11,40,84,36,20,12,0,2,0,2
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kerk de Levensbron,0597::SB6,,1206,655,1,1,0,0,0,571,86,0,0,0,0,0,0,657,75,46,75,105,40,60,11,48,129,37,20,5,0,2,0,2
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Obs de Noord,0597::SB7,,1431,614,2,1,0,0,0,541,76,0,0,0,0,0,0,617,56,61,132,63,84,52,12,23,69,36,17,3,1,1,0,4
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cbs de Wingerd,0597::SB8,,1668,950,2,0,0,2,0,858,92,0,0,2,0,0,0,950,139,75,151,113,65,64,20,75,154,48,27,10,1,6,0,2
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wilhelminakerk,0597::SB9,,1657,488,1,1,0,0,0,437,53,0,0,0,0,0,0,490,69,40,76,56,43,36,11,36,68,20,23,6,0,1,0,3
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Driemaster,0597::SB10,,973,473,1,0,0,0,0,412,62,0,0,0,0,0,0,474,53,38,85,58,33,44,6,49,81,9,16,0,0,1,0,0
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Muziekver. Harmonie Slikkerveer,0597::SB11,,1209,632,3,0,0,0,0,577,58,0,0,0,0,0,0,635,100,53,96,71,55,52,20,49,68,32,22,10,4,0,0,0
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Irenezaal,0597::SB12,,1411,786,0,0,0,0,0,786,0,0,0,0,0,0,0,786,163,57,101,86,49,60,28,59,123,26,27,6,0,1,0,0
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Boezemkerk,0597::SB13,,1374,293,1,1,0,0,0,265,30,0,0,0,0,0,0,295,27,23,50,29,44,12,8,25,31,23,15,5,0,1,0,0
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkvoorzieningencentrum Bolnes,0597::SB14,,1819,863,1,4,0,0,0,789,80,0,1,0,1,0,0,869,107,80,188,74,114,79,18,48,43,62,36,10,1,0,1,2
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sporthal De Beverbol,0597::SB15,,1495,774,3,7,0,0,0,719,65,0,0,0,0,0,0,784,65,104,153,72,116,60,26,29,32,76,23,11,0,3,1,3
Dordrecht,Ridderkerk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kerk Bolnes,0597::SB16,,1481,675,1,6,0,0,0,612,70,0,0,0,0,0,0,682,81,63,156,66,66,65,23,33,24,45,38,5,0,4,0,6
