contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis,0451::SB1,1423 AJ,1386,1007,2,0,0,0,1,926,83,0,0,0,1,0,0,1010,249,110,141,170,72,95,31,44,11,34,18,9,0,11,12
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Springschans,0451::SB2,1423 ET,1386,762,2,0,0,0,1,674,89,0,0,0,0,0,0,764,196,72,97,138,60,66,36,24,5,31,10,4,0,9,14
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Lijn 5 N-H Train.center,0451::SB3,1423 SB,1930,912,1,1,0,0,0,823,91,0,0,0,0,0,0,914,305,72,120,149,44,91,33,36,7,22,16,3,0,11,3
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis de Quakel,0451::SB4,1424 BK,1592,790,2,4,0,0,1,704,91,0,0,0,0,0,0,796,247,43,128,75,32,126,29,27,11,27,17,12,0,11,5
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau R.K. Basisschool De Zon,0451::SB5,1424 AM,1462,717,1,2,0,0,0,643,77,0,0,0,0,0,0,720,213,43,110,57,41,139,14,32,8,27,18,4,0,7,4
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Buurthuis Ponderosa,0451::SB6,1421 XM,1579,620,2,0,0,0,0,569,53,0,0,0,0,0,0,622,111,57,118,66,89,67,21,23,5,28,14,5,1,10,5
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau het Duet,0451::SB7,1421 BN,1542,782,0,5,0,0,0,715,72,0,0,0,0,0,0,787,131,74,146,88,92,91,35,29,18,43,16,8,0,1,10
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijksteunpunt,0451::SB8,1422 DT,1400,807,4,2,0,0,0,768,45,0,0,0,0,0,0,813,163,91,107,78,52,146,53,29,13,32,14,7,0,11,11
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Het Hoge Heem,0451::SB9,1422 CB,1306,779,3,1,0,0,1,718,64,0,0,0,0,0,0,783,170,97,97,107,49,112,44,22,6,37,21,3,1,3,10
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Sportkantine De Scheg,0451::SB10,1422 LE,1294,549,1,4,0,0,0,511,43,0,0,0,0,0,0,554,76,50,105,58,87,53,34,24,8,26,10,5,2,2,9
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Evang. Chr.Gem.,0451::SB11,1422 JP,1429,635,0,1,0,0,0,584,52,0,0,0,0,0,0,636,113,60,75,105,77,82,32,25,11,26,15,4,0,4,6
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau KnA-gebouw (muziek ver),0451::SB12,1422 RG,1555,857,1,3,0,0,0,766,95,0,0,0,0,0,0,861,209,73,147,109,75,66,28,44,20,47,12,8,2,7,10
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Alkwin Kollege,0451::SB13,1422 MT,1585,773,2,6,0,0,0,718,63,0,0,0,0,0,0,781,211,81,102,117,57,83,22,28,13,13,10,4,0,11,21
Haarlem,Uithoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Kantine De Brede School,0451::SB14,1422 WX,1795,670,3,1,0,0,0,584,90,0,0,0,0,0,0,674,252,39,88,103,40,60,13,21,1,16,9,12,0,8,8
