contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Stadskantoor,0457::SB1,1381 BD,1299,1018,1,6,0,0,2,931,92,0,0,0,0,0,0,1025,202,108,63,177,94,125,106,58,12,23,17,9,3,11,10
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gebouw Papelaan 99,0457::SB2,1382 RK,1411,643,4,7,0,6,0,586,74,0,0,0,6,0,0,660,87,92,89,88,77,58,50,32,9,27,8,7,1,10,8
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Hogeweyk,0457::SB3,1382 GV,1668,524,3,1,0,0,1,483,44,0,0,0,0,0,0,528,65,73,64,76,69,54,33,21,8,27,17,2,0,10,5
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Vechtstede college,0457::SB4,1381 CD,1794,836,5,7,0,0,0,778,73,0,0,0,3,0,0,851,185,92,101,126,71,111,49,18,12,40,16,3,6,4,2
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Brede school Kors Breijer,0457::SB5,1382 RP,1443,508,1,2,0,0,0,470,42,0,0,0,1,0,0,512,75,56,62,76,49,67,49,26,5,10,14,6,1,6,6
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Verzorgingshuis Oversingel,0457::SB6,1381 DE,1122,652,1,3,0,0,0,607,49,0,0,0,0,0,0,656,87,84,70,80,70,97,51,38,20,24,21,3,0,3,4
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Sporth. Aetsveld,0457::SB7,1383 ED,1430,673,1,1,0,0,0,627,48,0,0,0,0,0,0,675,124,70,87,100,60,77,42,25,14,36,20,4,0,10,4
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Sporthal Aetsveld,0457::SB8,1383 ED,1439,724,3,0,0,0,0,665,62,0,0,0,0,0,0,727,159,98,90,93,58,87,45,22,13,21,18,6,0,10,4
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Brandweerkazerne,0457::SB9,1381 CZ,1273,718,1,1,0,0,0,647,73,0,0,0,0,0,0,720,158,85,76,94,48,115,60,24,11,19,15,3,0,8,2
Haarlem,Weesp,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Svala Auto Weesp,0457::SB10,1382 LE,1038,551,0,0,0,0,0,491,60,0,0,0,0,0,0,551,142,61,42,118,40,43,54,18,6,10,10,2,0,1,4
