contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gemeentehuis,0327::SB1,3831 NA,2052,1605,4,1,0,0,0,1473,137,0,0,0,0,0,0,1610,247,175,191,254,112,99,221,110,25,64,85,0,16,3,3
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Basisschool De Holm,0327::SB2,3831 LE,1880,1157,2,2,0,0,0,1049,112,0,0,0,0,0,0,1161,245,99,151,220,74,52,86,103,20,45,52,0,7,0,3
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Basisschool Klimrakker,0327::SB3,3831 AG,2056,1238,2,4,0,3,0,1134,113,0,0,0,3,0,0,1247,226,110,166,220,85,75,126,92,19,43,63,0,6,2,5
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis 't Hamersveld,0327::SB4,3831 JR,1785,1067,3,3,0,0,0,1071,2,0,0,0,0,0,0,1073,233,136,143,196,55,68,57,80,12,35,37,1,13,1,0
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Larikslaan2,0327::SB5,3833 AM,2166,1061,2,0,0,0,0,959,104,0,0,0,0,0,0,1063,255,83,155,179,100,40,76,60,27,40,34,0,12,0,0
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Lisidunahof,0327::SB6,3833 BS,1381,730,4,0,0,0,0,654,80,0,0,0,0,0,0,734,144,65,140,91,36,24,65,80,18,40,20,1,6,0,0
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Appartementencomplex Groenhouten,0327::SB7,3833 VW,1967,1125,2,5,0,1,0,1022,111,0,0,0,1,0,0,1133,216,114,158,188,84,64,104,99,12,45,31,1,6,0,3
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Schoolsteeg,0327::SB8,3833 GM,1965,1022,1,0,0,3,1,910,115,0,0,0,3,0,0,1026,219,89,128,156,89,43,86,92,28,33,48,1,7,2,1
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau MFC Antares,0327::SB9,3832 JS,3603,2173,7,7,0,3,0,1960,224,0,0,3,0,0,0,2184,524,178,327,391,102,113,123,179,105,45,64,0,14,0,8
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Sint Joseph,0327::SB10,3791 PP,1996,1231,3,4,0,0,0,1091,147,0,0,0,0,0,0,1238,287,76,390,104,121,40,60,31,42,52,21,0,6,0,1
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Mickey's Kinderdagverblijf,0327::SB11,3831 SZ,1638,801,1,3,0,0,0,719,86,0,0,0,0,0,0,805,189,74,89,122,64,37,84,72,15,14,30,1,9,1,0
,Leusden,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Mobiel Stembureau,0327::SB12,3538 PT,0,170,1,0,0,0,0,142,29,0,0,0,0,0,0,171,44,11,51,24,9,6,4,14,4,0,3,0,0,0,0
