contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Woonzorgcentrum ""Botniahuis""",0070::SB1,8801KJ,1825,944,3,3,0,0,0,873,76,0,0,1,0,0,0,949,137,227,94,99,65,101,54,40,75,3,27,21,0,1
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Sjaerdemastate (stembureau 3),0070::SB3,8801HS,1861,701,4,1,0,0,0,647,59,0,0,0,0,0,0,706,111,160,57,77,58,103,31,17,47,5,9,25,0,1
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis (stembureau 4),0070::SB4,8801PA,1565,1093,9,5,0,0,3,988,116,0,0,0,0,0,0,1107,162,211,136,145,107,108,57,33,80,8,28,17,1,0
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Serviceflat Froonacker,0070::SB5,8802CL,2095,952,2,3,0,0,0,890,67,0,0,0,0,0,0,957,152,201,61,100,99,152,52,19,45,6,26,31,6,2
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau School Fûgelflecht,0070::SB7,8802XS,1624,931,2,2,0,0,1,856,80,0,0,0,2,0,0,937,136,250,95,125,67,69,63,14,70,3,19,20,0,0
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau School Toermalijn,0070::SB9,8802RD,1555,905,2,1,0,0,0,840,69,0,0,0,1,0,0,909,154,147,104,93,71,103,74,31,83,0,18,26,0,1
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Rede,0070::SB11,8811HD,373,202,0,1,0,0,0,187,16,0,0,0,0,0,0,203,30,32,44,33,9,19,1,7,16,1,7,3,0,0
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Us Doarpshûs,0070::SB12,8812JJ,299,180,0,0,0,0,0,159,21,0,0,0,0,0,0,180,20,40,15,37,31,14,1,6,6,1,6,3,0,0
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Singel,0070::SB13,8806KL,657,362,0,0,0,0,1,320,43,0,0,0,2,0,0,364,33,97,29,81,18,33,11,15,23,1,18,3,0,0
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Martenahiem,0070::SB14,8804RA,882,508,0,2,0,0,0,459,51,0,0,0,0,0,0,510,33,185,39,55,39,41,41,14,33,1,17,10,0,0
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis It Waed,0070::SB15,8855HL,1411,677,2,0,0,0,0,632,47,0,0,0,0,0,0,679,53,258,46,69,66,58,52,23,32,1,3,13,0,3
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Nij Bethanië,0070::SB16,8851EJ,1146,562,1,1,0,0,0,511,52,0,0,1,0,0,0,563,75,125,73,120,54,49,15,13,14,8,9,7,0,0
,Franekeradeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeenschapscentrum It Mienskar,0070::SB17,8854AG,436,245,3,0,0,0,0,227,21,0,0,0,0,0,0,248,15,89,26,30,26,26,13,5,7,2,5,1,0,0
