contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Bemelen,1903::SB1,6268 NE,479,279,0,0,0,0,0,247,32,0,0,0,0,0,0,279,29,73,43,14,30,18,42,13,7,2,6,2
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Harmoniezaal Banholt,1903::SB2,6262 NX,797,429,1,4,0,0,0,386,48,0,0,0,0,0,0,434,74,227,24,18,30,14,22,9,9,0,2,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Harmoniezaal Mheer,1903::SB3,6261 NH,749,496,2,0,0,0,0,446,52,0,0,0,0,0,0,498,34,282,25,32,30,27,42,7,11,1,5,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Paviljoen Berggalm,1903::SB4,6255 AH,859,491,0,1,0,0,0,417,75,0,0,0,0,0,0,492,37,205,61,39,57,17,50,6,12,4,2,1
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis St. Geertruid,1903::SB5,6265 AR,1122,625,1,1,0,0,0,541,86,0,0,0,0,0,0,627,76,299,45,38,59,26,47,17,15,1,2,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Harmoniezaal Eckelrade,1903::SB6,6251 NB,557,313,0,0,0,1,0,276,38,0,0,0,1,0,0,314,34,109,39,18,25,21,48,4,8,3,4,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Scheulder,1903::SB7,6307 PC,266,167,3,0,0,0,0,149,21,0,0,0,0,0,0,170,23,72,15,10,19,8,9,4,1,3,3,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zaal-café Riékelt,1903::SB8,6247 AN,564,291,4,0,0,0,0,264,31,0,0,0,0,0,0,295,43,83,40,19,40,9,40,5,10,0,2,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Feesthoeve De Laathof,1903::SB9,6245 KK,338,178,0,2,0,0,0,153,27,0,0,0,0,0,0,180,24,65,19,16,26,4,14,2,2,1,3,2
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeentehuis Margraten,1903::SB10,6269 DA,2978,1543,2,7,0,0,0,1343,209,0,0,0,0,0,0,1552,167,702,121,113,149,70,133,35,22,8,22,1
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 't Keerhoes,1903::SB11,6267 CG,2722,1406,5,7,0,0,2,1273,143,0,0,0,0,0,0,1418,203,377,202,97,136,61,211,36,44,13,22,4
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau M.F.A. Gronsveld,1903::SB12,6247 CM,1926,849,3,1,0,0,1,777,75,0,0,0,0,0,0,853,130,246,117,67,86,34,93,27,45,1,3,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Brede School Op de Cour,1903::SB13,6245 RE,1565,666,1,3,0,0,0,586,84,0,0,0,0,0,0,670,99,118,70,62,113,47,99,15,23,3,17,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zaal-café du Commerce,1903::SB14,6245 LD,743,320,2,1,0,0,0,275,48,0,0,0,0,0,0,323,47,114,37,21,26,18,31,14,11,1,0,0
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Cultureel Centrum,1903::SB15,6245 EG,1856,963,2,2,0,0,0,867,100,0,0,0,0,0,0,967,141,281,91,106,104,53,106,37,26,3,13,2
Maastricht,Eijsden-Margraten,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zaal K.O.H.,1903::SB16,6245 BH,2420,832,6,4,0,0,1,737,104,0,0,0,0,0,0,842,122,226,97,85,92,31,105,28,27,9,10,0
