contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0590::SB1,3351 PB,1555,996,3,4,0,0,2,894,107,0,0,0,0,0,0,1003,248,79,98,142,67,105,10,83,56,49,34,13,2,2,4,4
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Elimkerk,0590::SB2,3350 AG,1080,542,1,4,0,0,0,506,41,0,0,0,0,0,0,547,28,39,64,79,53,18,11,85,107,32,12,8,1,1,2,2
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Morgensterkerk,0590::SB3,3353 VD,1267,532,2,1,0,0,0,486,49,0,0,0,0,0,0,535,46,51,105,94,57,29,11,35,31,33,28,10,0,0,0,2
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oranje-Nassauschool,0590::SB4,3353 AT,1030,472,0,0,0,0,0,433,39,0,0,0,0,0,0,472,59,27,84,76,34,25,14,67,33,19,19,8,0,0,1,6
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau RK-parochie,0590::SB5,3353 VJ,2437,800,2,2,0,0,0,706,98,0,0,0,0,0,0,804,88,74,155,76,106,91,24,50,31,44,30,10,2,6,8,5
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bethlehemkerk,0590::SB6,3351 HA,2429,765,3,2,0,0,0,687,83,0,0,0,0,0,0,770,103,51,128,108,49,61,11,111,71,20,21,16,0,3,3,9
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sionskerk,0590::SB7,3351 JT,1193,649,0,3,0,0,0,588,64,0,0,0,0,0,0,652,93,40,94,91,48,37,30,77,68,21,25,11,3,5,3,3
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Viermaster,0590::SB9,3351 JT,1138,653,2,4,0,0,0,578,81,0,0,0,0,0,0,659,121,70,91,68,52,91,27,65,21,20,18,3,1,2,1,2
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Knotwilg/Leilinde,0590::SB10,3352 BM,1365,675,6,4,0,2,0,614,73,0,0,0,2,0,0,687,61,77,117,80,88,63,17,60,43,26,23,20,0,0,0,0
Dordrecht,Papendrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Lage Waard,0590::SB11,3352 VH,1260,691,5,1,0,0,0,622,75,0,0,0,0,0,0,697,117,51,102,106,59,70,22,77,20,31,20,7,4,1,3,1
