contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Gemeente Delft, ""Stadhuis""",0503::SB1,2611 GS,1378,1166,9,5,0,0,3,1100,77,0,0,0,0,0,0,1180,200,167,35,54,78,380,164,19,2,5,51,1,5,5,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Max Havelaarschool,0503::SB2,2611 JR,1966,1305,4,1,0,2,2,1191,115,0,0,2,0,0,0,1308,207,202,68,71,112,341,174,21,2,19,80,0,0,2,1,5
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jenaplanschool De Oostpoort,0503::SB3,2611 SN,1570,681,7,2,0,0,1,633,58,0,2,0,2,0,0,692,110,104,36,35,53,159,93,14,4,20,49,2,1,1,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau St.DOK (voorheen Openb Bibliotheek),0503::SB4,2611 WG,1548,1019,10,4,0,1,1,976,57,0,0,0,1,0,0,1034,172,154,92,88,86,199,127,24,2,17,52,2,2,1,1,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Gemeente Delft, ""KCC""",0503::SB5,2611 AL,1338,870,4,2,0,0,0,820,56,0,0,0,0,0,0,876,159,123,36,53,66,260,97,23,5,9,34,1,4,0,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Informatiecentrum Delft Bouwt,0503::SB7,2611 BM,1301,764,2,6,0,1,0,723,48,0,0,1,0,0,0,771,165,97,18,47,36,257,78,32,6,3,20,0,2,3,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Voormalig GGD-gebouw,0503::SB8,2627 BM,990,641,1,0,0,3,0,580,65,0,0,0,3,0,0,645,93,91,45,62,70,130,66,19,1,19,41,2,0,2,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum De Parel,0503::SB9,2614 HE,1927,1060,9,4,0,0,0,965,108,0,0,0,0,0,0,1073,175,122,96,125,105,208,84,39,9,38,49,5,1,3,0,1
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Kristal,0503::SB10,2614 SH,1977,970,10,2,0,2,0,874,106,0,0,2,0,0,0,980,206,94,116,104,73,177,79,42,9,18,32,8,8,3,1,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Mozaïek,0503::SB11,2614 EP,2015,586,4,0,0,2,0,535,57,0,0,0,2,0,0,592,72,73,76,54,68,109,49,39,2,9,29,4,1,1,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw Het Westlandhof,0503::SB12,2614 HX,1838,877,4,2,0,0,0,788,95,0,0,0,0,0,0,883,157,115,87,99,70,188,56,28,10,35,17,5,5,3,1,1
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Laurentius Praktijkschool,0503::SB13,2613 XP,1651,998,4,1,0,0,1,906,96,0,0,0,0,0,0,1003,154,119,73,113,84,222,121,25,7,33,42,3,1,0,1,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wooncentrum Cort van der Linden,0503::SB14,2613 LC,1614,738,1,3,0,0,0,680,61,0,0,1,0,1,0,741,69,85,61,101,89,131,73,33,13,33,45,0,2,3,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Freinetschool Delft,0503::SB15,2613 LE,1791,829,3,2,0,7,0,756,71,0,0,7,0,0,0,827,94,128,58,63,60,193,120,28,6,23,45,3,3,3,2,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Freinetschool Delft,0503::SB16,2613 LE,1776,780,4,3,0,4,0,732,60,0,0,0,4,0,0,792,97,101,56,51,69,171,127,36,5,12,48,3,1,1,0,2
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Delft Noord,0503::SB18,2612 CB,1634,632,2,3,0,5,1,594,37,0,0,5,0,0,0,632,69,66,105,28,119,104,49,26,5,20,35,3,1,2,0,0
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Monica,0503::SB19,2612 GV,1035,681,5,0,0,6,2,616,62,0,0,6,0,0,0,680,111,77,64,80,50,142,73,29,2,19,28,2,0,1,0,3
Dordrecht,Delft,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verpleeghuis De Bieslandhof,0503::SB20,2612 VC,1788,921,5,3,0,6,1,848,86,0,0,0,6,0,0,935,95,112,128,99,86,176,99,27,11,34,42,3,1,0,2,6
