contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,0861::SB1,5501 KA,1934,935,3,3,0,0,0,859,82,0,0,0,0,0,0,941,119,146,139,212,70,96,32,65,33,1,1,7,1,13
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkgebouw D'n Uitwijk,0861::SB2,5501 HP,1636,796,7,0,0,2,0,729,76,0,0,0,2,0,0,805,94,113,89,169,78,124,34,29,34,1,0,22,1,8
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkvoorziening De Ligt,0861::SB3,5503 CA,1950,1139,4,3,0,0,0,1054,92,0,0,0,0,0,0,1146,173,210,148,188,91,120,39,94,32,3,1,23,0,17
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Kantine Voetbalvereniging U.N.A.,0861::SB4,5502 ED,2013,724,9,0,0,0,0,672,61,0,0,0,0,0,0,733,86,146,98,161,46,71,15,56,22,0,1,12,1,9
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woonzorgcentrum Sele,0861::SB5,5502 NC,1956,981,1,1,0,0,0,882,101,0,0,0,0,0,0,983,178,198,102,170,58,148,24,50,29,0,1,6,1,16
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gebouw d'Ouw School,0861::SB6,5507 LC,1923,838,3,2,0,0,0,756,87,0,0,0,0,0,0,843,188,192,73,124,47,103,28,50,20,0,0,4,3,6
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Clubgebouw Sentrum '70,0861::SB7,5503 VE,2423,732,4,0,0,0,0,680,60,0,0,0,4,0,4,740,74,109,113,182,56,68,17,68,20,1,0,16,3,5
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau RSZK Merefelt,0861::SB8,5504 GB,1714,893,5,6,0,0,2,820,82,0,0,0,0,0,0,904,110,185,150,155,77,76,17,70,16,0,1,20,2,14
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis d'n Bond,0861::SB9,5504 BN,1941,941,5,1,0,0,0,848,99,0,0,0,0,0,0,947,174,187,109,166,54,101,39,52,32,1,0,14,1,11
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gebouw Libra 2,0861::SB10,5505 VK,2475,979,1,3,0,0,0,903,80,0,0,0,0,0,0,983,110,150,160,240,80,93,22,59,36,2,0,16,0,11
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Brembocht,0861::SB11,5506 CG,2173,1044,7,3,0,0,0,981,73,0,0,0,0,0,0,1054,188,181,104,150,78,162,51,57,35,1,0,14,1,22
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Berckacker,0861::SB12,5508 DJ,2992,1348,1,0,0,0,0,1222,125,0,0,2,0,2,0,1347,201,181,186,258,108,169,67,66,47,2,2,42,4,15
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Dick Bruna,0861::SB13,5508 KE,1767,753,1,0,0,0,0,675,79,0,0,0,0,0,0,754,171,126,101,104,54,83,23,30,21,0,0,16,3,21
's-Hertogenbosch,Veldhoven,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Heiacker,0861::SB14,5508 WR,1490,708,1,0,0,0,0,641,68,0,0,0,0,0,0,709,164,102,49,118,60,111,27,37,11,2,0,11,2,14
