contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis Boxtel,0757::SB1,528,1315,876,11,1,0,0,0,785,104,0,1,0,1,0,0,889,162,200,70,148,72,113,40,27,25,0,0,10,5,4
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woon-zorgcentrum Molenweide,0757::SB2,5281 AB,1913,824,5,4,0,0,0,747,86,0,0,0,0,0,0,833,137,200,55,102,88,135,28,23,29,0,1,15,1,10
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stembureau WSD station,0757::SB3,5281 GH,1527,607,2,4,0,0,0,572,41,0,0,0,0,0,0,613,63,100,87,129,54,67,48,26,20,0,0,6,3,4
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ursulagebouw,0757::SB4,5281 HV,1072,482,2,1,0,0,0,447,38,0,0,0,0,0,0,485,66,101,38,77,51,73,30,12,19,2,0,6,0,7
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woon-zorgcentrum Simeonshof,0757::SB5,5282 PA,1573,621,8,4,0,0,0,580,53,0,0,0,0,0,0,633,64,124,70,157,49,58,32,30,21,1,1,7,0,7
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis De Walnoot,0757::SB6,5282 GC,1713,753,1,1,0,0,1,672,82,0,0,0,0,0,0,755,80,168,114,139,52,95,29,38,23,0,1,7,1,6
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis De Rots,0757::SB7,5283 CA,2050,873,4,2,0,0,0,788,91,0,0,0,0,0,0,879,92,122,110,248,85,94,30,30,26,2,1,16,1,16
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Vorsenpoel,0757::SB8,5283 CV,1826,707,2,0,0,0,1,633,75,0,0,0,0,0,0,709,121,120,56,131,50,116,43,32,18,3,0,9,0,8
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Brede School De Wilgenbroek,0757::SB9,5283 EE,1695,709,2,4,0,0,0,715,0,0,0,0,0,0,0,715,76,105,70,178,77,96,57,16,19,0,1,11,0,3
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Beemden,0757::SB10,5283 KG,1818,850,1,3,0,0,0,749,105,0,0,0,0,0,0,854,118,94,69,207,97,130,43,44,20,0,1,18,0,9
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis De Orion,0757::SB11,5281 LG,961,445,0,0,0,0,0,397,50,0,0,0,2,0,0,447,84,111,35,57,21,57,35,13,23,0,0,4,2,3
's-Hertogenbosch,Boxtel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Eethuis 't Tweespan,0757::SB12,5281 LR,713,316,0,0,0,0,0,273,43,0,0,0,0,0,0,316,68,97,38,26,20,29,14,9,8,0,0,6,0,1
