contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stadhuis Park Dersaborg,0994::SB1,6301 HC,1366,743,0,1,0,0,2,630,112,0,0,0,0,0,0,744,129,190,120,67,86,26,64,23,28,2,8,0
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau De Polfermolen,0994::SB2,6301 GM,1053,370,1,1,0,0,0,332,40,0,0,0,0,0,0,372,51,86,85,28,41,13,27,14,16,6,3,0
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Oosterbeemd,0994::SB3,6301 ZZ,1290,603,2,1,0,0,0,531,75,0,0,0,0,0,0,606,137,167,85,36,63,10,51,18,17,9,9,1
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Hotel Op de Boud,0994::SB4,6301 XX,1350,556,3,0,0,0,0,492,67,0,0,0,0,0,0,559,115,167,59,33,74,10,62,10,15,6,4,1
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis De Beemde,0994::SB5,6301 WJ,1117,524,3,0,0,0,0,481,46,0,0,0,0,0,0,527,88,136,62,38,92,17,45,15,14,6,9,2
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis De Blokhut,0994::SB6,6301 AT,1021,550,0,0,0,0,0,484,66,0,0,0,0,0,0,550,81,156,49,38,100,23,61,9,19,0,14,0
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau De Holle Eik,0994::SB7,6301 JZ,1261,610,2,2,0,0,0,539,75,0,0,0,0,0,0,614,82,209,66,42,61,18,80,30,13,2,6,1
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 't Geboew,0994::SB8,6305 AZ,1353,745,3,1,0,0,0,682,67,0,0,0,0,0,0,749,118,210,81,34,136,31,50,27,33,7,17,1
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 't Voske,0994::SB9,6325 EC,1778,1032,4,3,0,0,0,921,118,0,0,0,0,0,0,1039,137,467,91,59,75,25,112,33,20,2,7,4
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Fonterhof,0994::SB10,6325 BR,996,525,5,2,0,0,0,468,64,0,0,0,0,0,0,532,87,226,38,25,58,13,35,24,8,2,8,1
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Cascade Vilt,0994::SB11,6325 AX,721,390,2,2,0,0,0,343,51,0,0,0,0,0,0,394,62,163,34,19,40,10,39,9,6,4,3,1
Maastricht,Valkenburg aan de Geul,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau mobiel,0994::SB12,,300,115,1,1,0,0,0,107,10,0,0,0,0,0,0,117,13,43,5,14,13,6,6,4,8,2,1,0
