contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Het Klooster Raadszaal,0820::SB1,5671 GA,1274,820,6,1,0,2,0,762,67,0,0,0,2,0,0,829,157,131,67,131,85,110,66,30,28,0,0,7,0,8
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum  De Akkers,0820::SB2,5671 CW,1167,670,7,3,0,0,0,637,43,0,0,0,0,0,0,680,123,139,70,106,48,80,37,35,9,3,1,6,1,12
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BS De Dassenburcht,0820::SB3,5671 VP,1427,903,2,0,1,0,0,809,97,0,0,0,1,0,0,906,194,157,53,124,103,147,66,17,24,1,0,10,0,7
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BS De Nieuwe Linde,0820::SB4,5673 PE,1544,816,5,0,0,0,1,748,72,0,0,0,0,0,0,821,137,88,67,146,84,137,67,29,31,2,1,13,1,13
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OBS De Rietpluim,0820::SB5,5673 AP,1342,938,4,2,0,0,0,853,91,0,0,0,0,0,0,944,217,123,81,113,96,179,51,27,27,1,0,14,0,9
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Brede school De Wentelwiek,0820::SB6,5672 HZ,1264,731,5,2,0,0,1,653,84,0,0,0,0,0,0,738,116,96,67,140,77,131,42,29,19,1,0,6,1,6
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau PCN locatie Wederikdreef,0820::SB7,5672 BS,1202,666,1,2,0,0,0,605,64,0,0,0,0,0,0,669,125,103,42,116,65,113,34,23,24,0,0,7,4,10
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkgebouw Scarabee,0820::SB8,5672 EA,889,456,0,1,0,1,0,419,39,0,0,0,1,0,0,458,61,50,58,100,51,81,27,20,3,1,0,2,0,2
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gasterij Jo van Dijkhof,0820::SB9,5672 DA,1147,738,3,0,0,0,0,674,67,0,0,0,0,0,0,741,103,112,72,117,76,119,50,40,25,1,3,12,0,8
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BSO Zeesterren Crijnsschool,0820::SB10,5672 ST,1332,722,5,0,0,1,1,654,71,0,0,1,0,0,0,726,138,79,58,94,102,134,53,22,24,1,0,7,4,6
