contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Parochiecentrum Het Klooster,0166::SB1,8261 AS,1830,783,8,2,0,0,0,727,66,0,0,0,0,0,0,793,98,70,99,81,85,75,79,99,36,18,11,32
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Quintus,0166::SB2,8261 GC,1814,1029,1,0,0,0,0,931,99,0,0,0,0,0,0,1030,126,92,88,103,115,106,150,130,52,22,13,32
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Reijersdam,0166::SB3,8262 CN,1865,849,2,4,0,0,0,771,85,0,0,0,1,0,0,856,110,95,43,171,170,33,100,26,54,21,7,19
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Westerkerk,0166::SB4,8262 DC,1815,820,1,1,0,0,0,766,56,0,0,0,0,0,0,822,140,63,53,110,145,39,112,41,57,37,9,14
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Myosotis,0166::SB5,8266 AB,1741,1068,5,3,0,0,0,988,88,0,0,0,0,0,0,1076,168,78,87,82,135,80,198,87,99,25,21,8
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Stadhuis,0166::SB6,8261 DD,1629,1174,2,1,0,0,2,1033,142,0,0,0,0,0,0,1177,225,88,97,85,126,96,143,129,123,28,17,17
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Het Stroomdal,0166::SB7,8266 KL,1789,949,4,0,0,0,0,839,114,0,0,0,0,0,0,953,150,68,149,65,37,58,171,48,173,7,10,13
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Ommeland,0166::SB8,8262 WE,1345,674,0,1,0,0,0,596,79,0,0,0,0,0,0,675,142,95,36,75,96,26,75,41,48,25,10,5
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Het Meerrijk,0166::SB9,8265 ZD,1470,797,4,1,0,0,0,755,50,0,0,0,3,0,0,805,125,59,55,79,158,35,112,67,56,27,8,16
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kerkelijk Centrum Open Hof,0166::SB10,8265 BB,1350,641,2,2,0,0,0,585,60,0,0,0,0,0,0,645,72,72,21,102,106,45,91,45,50,15,6,16
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Amandelboom,0166::SB11,8265 DA,1747,849,2,4,0,0,0,780,75,0,0,0,0,0,0,855,149,77,43,73,90,40,166,58,101,28,12,12
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Vijverhof,0166::SB12,8265 GB,1762,943,0,3,0,0,2,866,78,0,0,0,0,0,0,946,157,82,54,85,106,66,198,59,81,30,12,13
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Morgenster,0166::SB13,8265 KA,1827,996,0,1,0,0,0,875,122,0,0,0,0,0,0,997,160,88,59,87,129,73,192,83,70,31,7,17
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Veenhof,0166::SB14,8278 BC,577,363,0,1,0,0,0,317,47,0,0,0,0,0,0,364,75,2,20,14,4,12,80,11,141,2,1,1
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Vitree,0166::SB15,8264 PC,1827,1009,0,1,0,0,0,895,116,0,1,0,1,0,0,1011,189,66,101,111,123,62,134,63,97,37,9,17
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dr. Schaepmanschool,0166::SB16,8265 RG,1080,605,2,1,0,0,0,548,60,0,0,0,0,0,0,608,112,43,74,35,64,61,74,62,57,8,8,7
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Bazuinkerk,0166::SB17,8265 RL,1187,729,0,0,0,0,0,650,79,0,0,0,0,0,0,729,135,62,107,59,69,59,94,51,61,20,4,8
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Vinkehorst,0166::SB18,8271 AV,1794,1105,2,0,0,0,0,965,142,0,0,0,0,0,0,1107,254,47,81,47,62,67,190,41,286,14,9,7
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Maarlenhof,0166::SB19,8271 TB,1632,976,2,0,0,0,0,860,118,0,0,0,0,0,0,978,218,39,42,81,74,23,157,27,281,17,14,3
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Bron,0166::SB20,8271 BB,1214,744,2,5,0,0,0,674,77,0,0,0,0,0,0,751,180,35,29,54,59,17,136,17,173,27,11,6
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Hoeksteen,0166::SB21,8271 GB,1957,1306,2,1,0,0,0,1139,170,0,0,0,0,0,0,1309,245,49,132,53,67,51,327,27,320,12,17,6
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool Ichthus,0166::SB22,8271 EM,1579,884,3,3,0,0,0,802,88,0,0,0,0,0,0,890,152,33,34,73,81,35,224,39,175,17,12,9
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Hervormd Verenigingsgebouw,0166::SB23,8277 AA,1478,890,0,1,0,0,0,769,122,0,0,0,0,0,0,891,147,7,59,52,28,10,100,5,457,12,7,6
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau N.H. Verenigingsgebouw,0166::SB24,8274 AN,653,406,2,0,0,0,0,381,27,0,0,0,0,0,0,408,120,17,22,15,25,10,118,9,57,7,2,4
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Kandelaar,0166::SB25,8275 AH,599,382,0,0,0,0,0,350,32,0,0,0,0,0,0,382,167,4,21,16,7,8,91,11,41,2,11,3
,Kampen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Hoge Brink,0166::SB26,8276 AE,545,397,0,0,0,0,0,365,32,0,0,0,0,0,0,397,105,14,25,5,12,14,121,18,71,4,4,4
