contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Stadhuis, Ganzenmarkt 1",0173::SB1,7571 CD,1742,1135,6,0,0,0,0,1044,97,0,0,0,0,0,0,1141,251,91,219,116,125,173,10,71,1,40,9,29
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Woon- en Zorgcentrum de Molenkamp, Monnikstraat 33",0173::SB2,7571 CW,1292,627,5,0,0,0,0,551,81,0,0,0,0,0,0,632,190,48,115,65,53,78,6,31,0,19,6,16
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Dienstencentrum ""De Walgaarden"", De Walgaarden 98",0173::SB3,7571 GA,1562,594,2,4,0,0,0,543,57,0,0,0,0,0,0,600,135,55,54,98,113,76,5,18,3,25,5,7
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Restaurant Sportcentrum ""Vondersweijde"" Ada Kokstraat 20",0173::SB4,7572 EA,1593,678,2,4,0,0,0,625,59,0,0,0,0,0,0,684,149,69,94,90,97,93,6,42,1,18,13,6
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Bejaardencentrum Mariahof Beatrixstraat 64,0173::SB5,7573 AB,1687,757,2,2,0,0,0,678,83,0,0,0,0,0,0,761,159,83,153,89,96,95,6,31,2,20,9,14
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wooncentrum Scholtenhof Fonteinstraat 55,0173::SB6,7573 CG,1264,675,0,3,2,0,0,607,73,0,0,0,2,0,0,680,180,40,186,50,45,95,3,35,0,22,6,13
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kant. Tennisver. Zuid-Berghuizen Schapendijk 35,0173::SB7,7574 PG,1552,639,1,2,0,0,0,598,44,0,0,0,0,0,0,642,214,56,43,88,104,74,2,32,0,12,6,8
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School Breedwijs Zuid Berghuizen Helmichstraat 44,0173::SB8,7574 TX,1494,634,0,3,0,0,1,567,69,0,0,0,0,0,0,637,148,65,54,91,117,71,3,33,3,27,6,16
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Vrije School De Zevenster J.W.F. van Hartenstraat 2,0173::SB9,7576 VX,1263,551,0,0,0,0,0,507,44,0,0,0,0,0,0,551,122,65,54,66,107,58,9,27,0,16,13,14
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Woonzorgcentrum ""De Zonnestraal"" Ingang Jan Jansstraat",0173::SB10,7576 BA,1310,650,0,0,0,0,0,592,58,0,0,0,0,0,0,650,174,66,64,71,115,68,6,26,2,24,17,17
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School de Wendakker Zandhorstlaan 95,0173::SB11,7576 VR,1421,788,0,2,0,0,0,715,75,0,0,0,0,0,0,790,191,65,115,117,91,97,1,43,2,38,15,13
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kantine Wielerclub OWC Oude Almeloseweg 1,0173::SB12,7576 PE,1426,610,1,1,0,0,0,538,74,0,0,0,0,0,0,612,171,58,110,69,55,69,4,40,1,18,6,9
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Appartementencomplex ""De Meijbree"" Ingang Meijbreestraat",0173::SB13,7573 ER,1460,523,0,0,0,0,0,475,48,0,0,0,0,0,0,523,150,42,90,49,60,60,4,34,1,13,7,13
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Sportcafé De Kolk Brem 11 a,0173::SB14,7577 EN,1549,958,3,5,0,0,0,847,119,0,0,0,0,0,0,966,206,67,174,112,126,152,5,66,3,21,8,18
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kantine Voetbalver. De Esch Operalaan 100,0173::SB15,7577 JA,1306,554,0,0,0,0,0,504,50,0,0,0,0,0,0,554,145,58,87,56,56,76,8,31,1,24,7,5
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkgebouw Het Blikpunt Operalaan 150,0173::SB16,7577 JA,1265,604,0,0,0,0,0,536,68,0,0,0,0,0,0,604,93,50,113,65,77,112,6,44,1,16,9,18
,Oldenzaal,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Bongerd Wieldraaierlaan 120,0173::SB17,7577 NR,1544,721,0,0,0,0,0,633,88,0,0,0,0,0,0,721,136,85,143,83,72,122,3,41,2,21,8,5
