contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,1684::SB1,5431 BV,1161,890,2,4,0,0,0,798,98,0,0,0,0,0,0,896,152,135,79,242,68,127,40,15,18,0,0,11,0,3
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum Maartenshof,1684::SB2,5431 DP,1136,496,5,2,0,0,0,460,43,0,0,0,0,0,0,503,93,100,49,126,31,53,7,21,11,0,0,5,0,0
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau 't Akkertje,1684::SB3,5434 PA,994,427,2,1,0,0,0,388,42,0,0,0,0,0,0,430,73,87,51,119,26,39,12,9,7,0,0,4,0,0
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Café van Kempen,1684::SB4,5433 KA,332,201,1,0,0,0,0,183,19,0,0,0,0,0,0,202,35,52,19,36,18,19,7,8,4,0,0,1,0,2
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Agaat,1684::SB5,5435 XJ,405,222,0,1,0,0,0,203,20,0,0,0,0,0,0,223,34,63,14,37,21,26,9,2,7,0,0,8,0,1
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Parochiezaal,1684::SB6,5431 AV,1162,524,3,3,0,0,1,471,58,0,0,0,0,0,0,530,41,66,76,191,34,59,21,14,8,0,0,6,1,7
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Nevenvestiging Merletcollege,1684::SB7,5431 ZN,1328,391,0,0,0,0,0,360,31,0,0,0,0,0,0,391,21,43,54,162,36,30,14,17,5,0,0,6,3,0
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Het Doehuis,1684::SB8,5431 JR,1527,693,2,0,0,0,0,644,51,0,0,0,0,0,0,695,66,60,75,242,64,83,34,22,29,0,0,10,1,7
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OBS Harlekijn,1684::SB9,5431 KJ,1293,636,1,2,0,0,0,576,63,0,0,0,0,0,0,639,88,51,60,200,44,106,27,20,22,0,0,10,2,6
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Nielt,1684::SB10,5432 DW,1615,740,3,2,0,0,0,694,51,0,0,0,0,0,0,745,145,91,81,171,68,100,28,10,29,0,1,7,3,6
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau basisschool De Waai (bureau 1),1684::SB11,5432 DH,1555,584,4,2,0,0,0,523,67,0,0,0,0,0,0,590,121,56,67,147,45,86,25,11,13,1,1,8,1,2
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau sporthal De Kloosterhof,1684::SB12,5437 AS,1358,706,0,3,0,0,0,631,78,0,0,0,0,0,0,709,123,232,58,135,27,53,27,30,10,0,0,10,1,0
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Burcht,1684::SB13,5439 ND,216,147,1,1,0,0,0,127,22,0,0,0,0,0,0,149,28,31,10,17,13,21,10,7,6,0,0,4,0,0
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau sporthal De Stappert (bureau 1),1684::SB14,5443 BE,1139,607,4,4,0,0,0,557,58,0,0,0,0,0,0,615,95,159,58,153,30,51,14,19,9,1,0,13,1,4
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Hof van Cuijk,1684::SB15,5431 EZ,1042,407,0,1,0,0,0,364,44,0,0,0,0,0,0,408,68,90,39,79,41,53,10,18,5,0,0,0,0,4
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau basisschool De Waai (bureau 2),1684::SB16,5432 DH,1563,586,3,2,0,0,0,541,50,0,0,0,0,0,0,591,129,59,67,140,52,81,19,16,12,1,1,4,2,3
's-Hertogenbosch,Cuijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Sporthal De Stappert (bureau 2),1684::SB17,5443 BE,1135,597,2,4,0,0,0,536,67,0,0,0,0,0,0,603,120,131,72,148,34,56,9,8,11,0,0,3,1,4
