contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeentehuis,0946::SB1,6031 VR,2226,1247,7,4,0,0,1,1128,129,0,0,0,0,0,0,1258,231,415,158,90,149,16,80,61,23,9,12,3
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum St. Joseph,0946::SB2,6031 BL,1540,586,0,0,0,0,0,506,80,0,0,0,0,0,0,586,80,211,66,26,76,10,52,27,16,8,14,0
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool De Kerneel,0946::SB3,6031 HR,1680,628,2,0,0,0,0,536,94,0,0,0,0,0,0,630,72,239,123,36,46,18,44,14,16,10,7,3
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis De Pinnenhof,0946::SB4,6031 BX,1243,671,5,3,0,1,1,603,76,0,0,0,1,0,0,680,107,239,93,34,67,16,48,43,9,5,7,3
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Pestoeërskoel,0946::SB5,6091 PD,834,443,1,1,0,0,0,386,59,0,0,0,0,0,0,445,59,214,51,17,34,10,27,12,5,6,7,1
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Kerkelijke voorziening Budschop,0946::SB6,6031 BD,1400,696,6,3,0,0,0,626,79,0,0,0,0,0,0,705,95,281,106,31,70,14,46,32,14,3,3,1
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stichting M.F.A. Haaze-hoof,0946::SB7,6035 AS,1211,627,2,3,0,1,0,555,78,0,0,0,1,0,0,633,82,299,76,31,68,7,26,23,7,4,4,0
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau V.O.F. Café de Prins,0946::SB8,6035 AN,1420,540,0,2,0,0,0,472,70,0,0,0,0,0,0,542,66,262,84,24,50,3,14,19,9,1,5,3
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Thomashuis Ospeldijk,0946::SB9,6035 RB,539,268,2,0,0,0,0,235,35,0,0,0,0,0,0,270,21,92,87,10,17,5,15,2,8,3,6,2
Venlo,Nederweert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Reigershorst,0946::SB10,6034 TE,1240,685,4,4,0,0,1,608,84,0,0,0,0,0,0,693,55,398,69,24,38,10,35,10,27,6,9,4
