contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,1859::SB1,7271 AX,1157,764,7,3,0,0,0,713,61,0,0,0,0,0,0,774,179,67,127,57,129,95,28,12,4,15,21,2,0,0,16,5,1,6,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zorgcentrum J.W. Andriessen,1859::SB2,7271 EZ,1259,700,6,1,0,0,0,654,53,0,0,0,0,0,0,707,152,96,98,46,124,75,28,8,1,14,32,0,0,0,16,3,1,6,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School Noord,1859::SB3,7271 XH,1504,733,4,1,0,3,0,680,55,0,0,3,0,0,0,735,145,97,84,87,147,71,35,15,2,7,17,0,1,1,14,4,5,1,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau H.W. Heuvelschool,1859::SB4,7271 GD,1394,752,1,1,0,0,0,680,74,0,0,0,0,0,0,754,229,52,110,60,127,92,28,6,0,6,17,0,2,0,17,2,2,2,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kiezel en Kei School,1859::SB5,7271 HD,808,410,2,0,0,0,0,383,29,0,0,0,0,0,0,412,82,48,53,28,93,52,10,8,0,16,9,0,2,0,5,2,0,2,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis De Zunnekamp,1859::SB6,7274 AX,1014,634,0,3,0,0,0,569,68,0,0,0,0,0,0,637,238,60,126,26,61,39,36,13,1,18,7,0,0,0,9,0,0,0,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Centrum de Klokslag,1859::SB7,7275 AH,517,305,0,1,0,0,0,277,29,0,0,0,0,0,0,306,96,26,88,18,16,25,7,3,1,13,4,0,1,2,2,0,2,1,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kulturhus 't Stieltjen,1859::SB8,7273 SL,567,374,0,1,0,0,0,348,27,0,0,0,0,0,0,375,97,56,60,23,30,31,24,18,0,11,11,0,1,0,11,1,0,0,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kerst Zwartschool,1859::SB9,7261 GH,1240,683,1,2,0,0,0,628,58,0,0,0,0,0,0,686,157,60,104,42,127,78,26,7,1,27,29,2,0,0,12,3,3,4,1
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wooncentrum De Bundeling,1859::SB10,7261 BE,1212,742,4,1,0,0,0,684,63,0,0,0,0,0,0,747,195,86,107,39,98,109,32,8,5,18,22,0,0,3,15,3,1,1,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau OBS De Driesprong,1859::SB11,7261 SN,1070,510,0,2,0,0,0,432,80,0,0,0,0,0,0,512,197,14,97,39,38,61,10,14,10,13,11,0,0,0,4,1,0,1,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau CBS WonderWijs,1859::SB12,7260 AA,1332,626,2,1,0,0,0,576,53,0,0,0,0,0,0,629,88,89,82,50,145,71,25,17,3,18,16,0,0,0,16,3,0,2,1
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zalencentrum de Huve,1859::SB13,7151 BD,1708,882,6,1,0,0,0,805,84,0,0,0,0,0,0,889,181,95,175,59,154,84,44,18,3,24,22,0,0,0,18,0,2,3,0
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum de Meergaarden,1859::SB14,7151 DW,1317,879,6,2,0,0,1,810,76,0,0,0,0,0,0,887,119,117,166,65,179,85,42,17,4,23,37,0,1,0,13,2,4,2,3
Arnhem,Berkelland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau RK Basisschool De Regenboog,1859::SB15,7151 XV,1477,891,0,3,0,0,0,840,54,0,0,0,0,0,0,894,93,105,143,97,232,82,46,13,0,28,25,1,0,3,18,4,0,1,0
