contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentekantoor,0294::SB1,7101GH,2326,1289,2,2,0,5,2,1179,107,0,0,5,0,0,0,1288,241,167,187,98,229,152,53,21,3,39,32,1,1,1,31,4,26,3,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wooncomplex Wonen Plus 't Wamelink,0294::SB2,7101TJ,2077,822,4,2,0,0,0,768,60,0,0,0,0,0,0,828,220,90,133,39,115,116,24,10,3,15,22,0,0,1,18,3,10,3,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Regionaal Verpleeghuis Pronsweide,0294::SB3,7101BK,1994,1002,1,2,0,0,1,899,105,0,0,0,0,0,0,1005,211,129,147,73,125,120,47,32,0,37,31,0,2,0,20,1,26,1,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau o.b.s. De Kolibrie,0294::SB4,7101VG,1728,648,4,1,1,0,0,603,49,0,0,1,0,0,0,652,85,117,72,75,157,47,16,13,3,23,14,0,0,0,14,1,9,2,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum De Pelkwijk,0294::SB5,7101WL,1773,777,7,0,0,0,0,733,51,0,0,0,0,0,0,784,121,105,108,72,152,91,26,26,6,24,23,0,1,0,13,2,7,0,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum Vredense Hof,0294::SB6,7101LM,1949,814,2,3,0,0,0,747,71,0,0,1,0,0,0,818,108,177,103,68,160,63,32,17,3,14,34,0,2,0,16,1,11,4,1
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum De Berkhof,0294::SB7,7103VX,2067,903,4,0,0,0,1,845,61,0,0,0,0,0,0,907,141,133,141,89,183,82,20,11,7,25,36,0,0,2,15,2,15,1,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau o.b.s. Bargerpaske,0294::SB8,7103AW,2425,1250,4,4,0,0,0,1155,103,0,0,0,0,0,0,1258,241,188,169,72,181,207,50,26,4,30,32,3,0,0,21,8,15,3,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau o.b.s. De Schakel,0294::SB9,7102CN,1770,789,5,0,0,0,0,737,58,0,1,0,1,0,0,795,128,111,144,76,136,92,20,12,0,19,25,0,0,0,17,2,5,1,1
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verenigingsgebouw De Eendracht,0294::SB10,7104AK,1138,612,2,2,0,0,0,572,44,0,0,0,0,0,0,616,177,47,202,33,44,56,8,8,0,6,9,0,0,0,13,1,7,1,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Centrumgebouw camping 'de Twee Bruggen',0294::SB11,7109AH,716,364,0,1,0,0,0,315,50,0,0,0,0,0,0,365,151,26,89,15,13,18,12,1,4,8,8,2,1,0,9,0,7,0,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Emmaschool Henxel,0294::SB12,7113AE,830,436,0,1,0,0,0,386,51,0,0,0,0,0,0,437,168,24,113,16,29,26,8,24,1,7,3,0,1,0,10,1,4,1,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zalencentrum Reuselink,0294::SB13,7115AG,1500,683,0,1,0,0,0,609,75,0,0,0,0,0,0,684,282,49,112,27,39,71,29,6,2,15,17,0,0,0,18,7,8,1,0
Arnhem,Winterswijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Streekziekenhuis Koningin Beatrix,0294::SB14,7101BN,0,177,1,1,0,0,2,148,29,0,0,0,0,0,0,179,29,19,32,6,28,26,12,7,0,4,6,0,0,0,3,1,4,0,0
