contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PARTIJ VOOR ZEELAND (PVZ),ChristenUnie,Democraten 66 (D66),GROENLINKS,50PLUS,Provinciaal Belang Zeeland,Zeeland Lokaal
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Ver.gebouw ""de Wingerd""",0716::SB1,,1327,672,1,3,0,0,0,587,89,0,0,0,0,0,0,676,98,47,62,75,132,93,21,85,25,21,10,2,1
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dalemhof,0716::SB2,,1279,777,2,1,0,0,0,666,114,0,0,0,0,0,0,780,82,52,75,94,228,97,17,80,17,5,19,2,9
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Gemeenschapscentrum ""Meulvliet""",0716::SB3,,1409,863,4,1,0,0,0,717,150,0,0,1,0,1,0,867,79,38,93,120,238,116,16,94,38,12,8,6,5
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zalencentrum Ger.Gemeente,0716::SB4,,1815,969,1,2,0,2,0,813,161,0,0,0,2,0,0,974,137,37,109,77,309,77,29,112,37,16,19,4,6
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis 't Ouwe Raed' uus,0716::SB5,,1241,692,1,2,1,2,0,583,109,0,0,3,0,0,0,692,70,29,94,89,205,90,21,53,13,6,11,6,5
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Woonservicecentrum,0716::SB6,,1247,788,0,5,0,0,0,653,140,0,0,0,0,0,0,793,45,30,59,48,435,57,35,41,14,7,15,1,1
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Gemeenschapscentrum ""Haestinge""",0716::SB7,,1512,762,0,0,0,0,0,646,116,0,0,0,0,0,0,762,97,82,60,119,157,120,24,28,33,5,24,3,10
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum Maartenshof,0716::SB8,,1138,565,2,4,0,0,0,495,76,0,0,0,0,0,0,571,29,67,56,104,133,71,19,38,25,5,8,7,3
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis de Stove,0716::SB9,,1261,802,1,1,0,0,0,658,146,0,0,0,0,0,0,804,58,38,67,85,407,52,32,40,12,1,8,1,1
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum de Schutse,0716::SB10,,1279,720,1,1,0,1,0,615,108,0,0,0,1,0,0,723,74,31,79,108,225,66,36,68,11,6,7,1,8
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Gemeenschapscentrum ""Wellevaete""",0716::SB11,,1524,861,0,3,0,0,0,723,141,0,0,0,0,0,0,864,80,55,143,93,240,94,46,69,23,6,9,1,2
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Dorpshuis ""De Vossenkuil""",0716::SB12,,1979,932,0,0,0,0,0,812,120,0,0,0,0,0,0,932,120,76,121,155,146,141,30,60,31,13,25,5,9
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis De Wimpel,0716::SB13,,1656,909,0,2,0,0,0,772,139,0,0,0,0,0,0,911,93,33,70,110,381,82,16,76,24,7,12,1,4
,Tholen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Ons Dorpshuis,0716::SB14,,323,176,0,0,0,0,0,158,18,0,0,0,0,0,0,176,15,10,55,26,19,15,7,15,4,5,3,0,2
