contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Raadhuis, Dr. Langeveldplein 30",0610::SB1,3361 HE,1171,548,0,2,0,0,0,461,89,0,0,0,0,0,0,550,63,33,46,69,50,25,4,71,142,10,21,5,5,1,0,3
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau De Reling, Industrieweg 13",0610::SB2,3361 HJ,1082,471,1,2,0,0,0,413,61,0,0,0,0,0,0,474,55,32,38,50,34,25,6,73,125,15,11,1,2,2,0,2
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau ASVZ (Merwebolder), Touwbaan1",0610::SB3,3363 WB,2472,686,6,2,0,0,0,574,120,0,0,0,0,0,0,694,81,32,101,77,60,36,17,89,140,20,23,5,0,0,0,5
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau School De Sprong, Elzenhof 124",0610::SB4,3363 HE,779,579,1,1,0,0,0,513,68,0,0,0,0,0,0,581,63,43,100,46,50,27,11,72,122,26,11,2,2,3,0,1
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau School Anne de Vries, Deltalaan 200",0610::SB5,3363 AH,954,601,0,3,0,0,1,521,82,0,0,0,0,0,0,604,73,46,67,67,46,47,13,83,118,16,19,3,0,2,0,1
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Huize Overslydrecht, Scheldelaan 3",0610::SB6,3363 CK,1364,888,2,2,0,0,2,772,118,0,0,0,0,0,0,892,67,76,95,104,64,38,12,100,262,41,27,0,0,2,0,0
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau BSO Pluk, Maaslaan 10",0610::SB7,3363 CJ,948,326,3,1,0,0,0,270,60,0,0,0,0,0,0,330,19,21,32,50,25,2,5,47,110,7,6,0,0,0,0,2
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Henri Dunantschool, Kerkstraat 15",0610::SB8,3361 BP,1336,702,1,3,0,0,0,610,96,0,0,0,0,0,0,706,83,59,73,72,48,44,11,87,174,20,21,2,1,2,2,3
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Willem-Alexander, Valkweg 2",0610::SB9,3362 GH,1003,646,2,2,0,0,2,571,77,0,0,0,0,0,0,650,95,41,115,89,62,42,13,77,74,14,17,3,0,2,1,1
Dordrecht,Sliedrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Trimclubgebouw ABC, Thorbeckelaan 102",0610::SB10,3362 BV,927,544,0,1,0,0,0,478,67,0,0,0,0,0,0,545,34,61,76,56,61,12,13,55,134,22,11,2,1,3,2,1
