contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Koningin Wilhelmina school,0377::SB1,2051 NG,1522,829,2,3,0,0,1,767,66,0,0,0,0,0,0,834,273,88,40,194,19,66,72,36,1,14,11,1,0,8,6
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Centrum voor Jeugd en Gezin,0377::SB2,2061 HW,1044,614,1,1,0,0,0,554,62,0,0,0,0,0,0,616,150,53,42,135,37,52,53,38,7,25,8,7,1,0,6
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorglocatie Wildhoef,0377::SB3,2061JZ,1573,827,7,2,0,0,0,752,84,0,0,0,0,0,0,836,218,77,52,199,45,71,54,48,15,20,21,1,0,2,4
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Woonzorgcentrum De Rijp,0377::SB4,2061 SC,1742,1174,3,5,0,9,0,1043,130,0,0,9,0,0,0,1173,391,111,62,248,42,150,72,38,9,17,12,5,0,8,9
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Bloemendaalse Schoolvereniging,0377::SB5,2061 BB,498,458,3,1,0,0,2,411,49,0,0,0,0,0,0,462,228,18,8,124,10,30,8,18,1,5,6,1,0,0,1
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gebouw Tinholt,0377::SB6,2051 LA,1419,1120,1,3,0,0,1,984,141,0,2,0,2,0,0,1126,276,130,48,311,35,68,126,63,10,14,18,6,0,7,8
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Vondelschool,0377::SB7,2111 CJ,1145,919,1,1,0,0,4,800,117,0,0,0,0,0,0,921,398,55,48,190,27,80,44,35,5,13,13,4,4,1,2
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Nieuwe Kring,0377::SB8,2111 AS,1088,694,6,0,0,0,0,592,108,0,0,0,0,0,0,700,342,44,33,138,13,59,19,16,3,6,8,3,0,7,3
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Tijo H. van Eeghenschool,0377::SB9,2111 HV,991,645,2,1,0,0,2,538,108,0,0,0,0,0,0,648,320,16,45,132,7,64,23,7,3,18,5,0,0,3,2
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Voghelsanck,0377::SB10,2114 ES,858,525,0,0,0,0,1,474,50,0,0,0,0,0,0,525,97,21,46,58,48,91,48,18,8,16,23,0,1,46,4
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis Vogelenzang,0377::SB11,2114 ER,909,568,0,2,0,0,0,508,63,0,1,0,1,0,0,571,63,36,55,49,71,73,88,27,7,11,10,1,0,73,4
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Voormalig gemeentehuis Bennebroek,0377::SB12,2121 GP,974,842,2,1,0,0,0,762,83,0,0,0,0,0,0,845,237,36,56,120,28,103,97,24,11,11,15,2,2,97,3
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Willinkschool,0377::SB13,2121 AD,1117,589,5,5,0,0,0,539,60,0,0,0,0,0,0,599,138,41,34,81,39,69,68,23,3,9,8,5,0,65,6
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Huis te Bennebroek,0377::SB14,2121 GX,884,397,0,4,0,0,0,366,35,0,0,0,0,0,0,401,70,27,29,40,36,55,44,17,6,20,9,1,0,42,1
Haarlem,Bloemendaal,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Meerwijkhof,0377::SB15,2121 VM,1010,598,1,2,0,0,0,555,46,0,0,0,0,0,0,601,109,42,45,84,53,64,77,17,4,15,8,1,0,76,3
