contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PARTIJ VOOR ZEELAND (PVZ),ChristenUnie,Democraten 66 (D66),GROENLINKS,50PLUS,Provinciaal Belang Zeeland,Zeeland Lokaal
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Stadhuismuseum,1676::SB1,4301 EC,996,488,3,1,0,0,0,434,58,0,0,0,0,0,0,492,96,49,48,43,6,78,17,29,68,32,14,1,7
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau het Tonnenmagazijn,1676::SB2,4318 AC,1135,614,2,2,0,0,0,572,46,0,0,0,0,0,0,618,87,77,72,89,21,57,44,54,44,23,32,8,6
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Dreischor,1676::SB3,4315 AA,785,425,0,1,0,0,0,380,46,0,0,0,0,0,0,426,83,33,46,41,23,59,26,12,52,22,12,4,12
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Noordgouwe,1676::SB4,4317 BA,642,411,0,3,0,0,0,379,35,0,0,0,0,0,0,414,116,31,52,43,26,33,32,15,24,20,8,2,9
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Zonnemaire,1676::SB5,4316 AB,607,352,0,1,0,0,0,318,35,0,0,0,0,0,0,353,76,37,57,35,10,36,31,14,24,18,7,2,5
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau 't Durps'uus Bruinisse,1676::SB6,4311 ED,1534,872,2,2,0,0,0,751,125,0,0,0,0,0,0,876,180,34,96,84,202,44,21,46,38,33,17,0,77
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Hervormde Kerk,1676::SB7,4311 AS,1454,804,0,0,0,0,0,667,137,0,0,0,0,0,0,804,103,37,103,90,200,41,26,54,19,6,10,6,109
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Verenigingsgebouw ""Ons Dorpshuis""",1676::SB8,4306 CA,939,672,2,1,0,0,0,579,96,0,0,0,0,0,0,675,47,23,60,63,306,33,24,53,16,31,6,2,8
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Woonservicecentrum Steenzwaenshof,1676::SB9,4306 CW,1014,611,0,1,0,1,0,527,84,0,0,1,0,0,0,611,88,32,79,31,177,28,22,55,26,32,16,7,18
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Oosterland,1676::SB10,4307 AR,817,528,2,2,0,0,0,450,82,0,0,0,0,0,0,532,39,12,46,19,280,25,23,37,9,1,6,4,27
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau De Saele,1676::SB11,4307 LL,902,500,0,2,0,5,0,429,68,0,0,5,0,0,0,497,36,22,43,40,240,31,22,26,11,0,6,0,23
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Ouwerkerk,1676::SB12,4305 AH,505,335,0,0,0,0,0,295,40,0,0,0,0,0,0,335,69,34,33,31,16,55,31,9,26,9,6,3,13
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Verenigingsgebouw Sirjansland,1676::SB13,4308 AE,257,190,1,1,0,0,0,169,23,0,0,0,0,0,0,192,27,5,30,28,44,18,7,8,5,10,3,1,4
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis de Putmeet,1676::SB14,4322 BS,1079,533,1,3,0,0,0,494,43,0,0,0,0,0,0,537,103,36,92,91,21,53,29,21,26,13,29,4,15
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpsuus Ellemeet,1676::SB15,4323 LE,291,159,0,0,0,0,0,136,23,0,0,0,0,0,0,159,35,19,16,19,2,15,11,9,9,9,9,0,6
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis 't Zuudende,1676::SB16,4321 AP,764,433,0,1,0,0,0,392,42,0,0,0,0,0,0,434,44,14,95,25,91,35,35,37,25,8,7,5,12
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau ""Duinoord""",1676::SB18,4328 GB,1686,904,0,1,0,0,0,809,96,0,0,0,0,0,0,905,288,54,155,77,26,49,23,41,88,44,36,9,14
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau ""De Schutse""",1676::SB19,4328 AS,893,561,3,2,0,0,0,506,60,0,0,0,0,0,0,566,109,65,71,70,30,70,28,22,37,17,33,5,4
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau ""Revasa""",1676::SB20,4328 LJ,1019,605,2,0,0,0,0,552,55,0,0,0,0,0,0,607,172,50,101,57,24,53,22,18,40,36,24,2,6
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Noordwelle,1676::SB21,4326 AE,256,140,0,1,0,0,0,132,9,0,0,0,0,0,0,141,32,15,20,6,2,16,8,13,12,3,8,1,4
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Renesse,1676::SB22,4325 BX,1308,717,1,3,0,0,0,618,103,0,0,0,0,0,0,721,231,53,79,98,6,55,46,8,48,35,35,4,19
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Serooskerke,1676::SB23,4327 AG,249,161,0,0,0,0,2,145,14,0,0,0,0,0,0,161,34,8,11,22,6,21,17,3,17,7,13,2,0
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Verenigingsgebouw Chr.Ger.Kerk,1676::SB24,4301 EZ,882,421,0,0,0,0,0,371,50,0,0,0,0,0,0,421,52,32,86,22,44,64,17,36,17,14,19,7,11
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau De Veste,1676::SB25,4301 BK,1741,577,2,2,0,0,0,523,58,0,0,0,0,0,0,581,101,52,107,59,24,89,25,24,34,26,25,2,9
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Zorgcentrum ""De Wieken""",1676::SB26,4301 KB,1739,773,2,0,0,1,0,679,97,0,0,0,1,0,0,776,157,52,168,58,68,54,40,40,58,33,21,2,22
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Multifunctioneel Centrum,1676::SB27,4301 LB,1030,677,2,1,0,0,0,617,63,0,0,0,0,0,0,680,85,87,105,68,41,105,42,39,47,23,11,5,19
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,"Stembureau Zorgcentrum ""Borrendamme""",1676::SB28,4301 VD,1036,905,2,0,0,0,0,810,97,0,0,0,0,0,0,907,132,84,155,110,19,110,65,73,54,36,36,8,23
,Schouwen-Duiveland,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Campus Cultura,1676::SB29,4301 XC,1366,651,0,1,0,0,0,585,67,0,0,0,0,0,0,652,73,69,89,75,25,110,38,45,63,29,20,3,12
