contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dienstencentrum Duivenwal,0345::SB1,3901 ZA,1700,698,4,6,0,0,0,625,83,0,0,0,0,0,0,708,101,50,94,50,93,17,69,92,95,22,14,1,0,0,0
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Voedselbank Veenendaal,0345::SB2,3901 PZ,1628,508,4,3,0,0,1,447,67,0,0,0,0,0,0,515,43,35,54,52,47,12,61,82,96,5,18,0,0,0,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Hollandia Staete,0345::SB3,3901 GG,1642,669,3,4,0,0,0,617,59,0,0,0,0,0,0,676,64,51,98,57,57,8,69,95,120,28,16,2,1,1,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Woon-en Zorgcentrum De Engelenburgh,0345::SB4,3901 ED,1121,698,1,1,0,0,0,615,85,0,0,0,0,0,0,700,74,37,128,21,56,13,45,104,190,13,10,1,0,0,6
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Zaal van Apostolisch Genootschap,0345::SB5,3904 JZ,1532,964,1,2,0,3,0,858,112,0,0,0,3,0,0,970,193,43,144,132,95,19,50,160,81,10,24,3,3,1,6
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Vergaderzaal Het Trefpunt,0345::SB6,3904 KK,1525,946,6,0,0,0,0,825,127,0,0,0,0,0,0,952,131,61,166,71,111,32,53,117,160,25,14,2,1,0,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gebouw Shalom (achter Vredeskerk),0345::SB7,3904 JB,1415,748,1,1,0,0,0,650,100,0,0,0,0,0,0,750,141,40,129,67,63,8,20,106,140,18,10,1,1,2,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gebouw Groenhof,0345::SB8,3904 TG,1629,838,1,1,0,1,1,753,87,0,0,0,1,0,0,841,137,54,126,76,82,24,63,127,98,23,21,0,4,0,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Patrimoniumschool,0345::SB9,3904 AA,1493,711,5,5,0,0,0,630,91,0,0,0,0,0,0,721,55,34,98,46,94,20,82,133,97,25,20,2,2,0,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Juliana v Stolbergschool (Dillenb),0345::SB10,3904 TE,1273,459,0,1,0,0,0,401,59,0,0,0,0,0,0,460,39,37,59,65,55,7,90,47,37,12,8,0,0,1,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School Het Baken I,0345::SB11,3904 RS,1566,1038,0,1,0,0,0,907,133,0,0,0,0,0,0,1040,136,75,163,115,79,36,60,229,75,41,20,0,6,1,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Overstag,0345::SB12,3904 RG,1683,564,0,2,0,0,0,517,49,0,0,0,0,0,0,566,69,41,66,63,51,22,46,123,49,19,6,2,3,0,4
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School Het Baken II,0345::SB13,3904 NT,1774,1262,3,3,0,0,0,1124,145,0,1,0,1,0,0,1269,165,68,224,127,74,41,104,284,109,31,25,0,7,0,3
