contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Huis voor Cultuur & Bestuur,0163::SB1,7442 MA,1209,989,1,2,0,0,1,904,87,0,0,0,0,0,0,992,383,89,106,84,107,82,57,23,8,23,10,17
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gebouw OZO,0163::SB2,7441 DW,1584,753,1,2,0,0,0,701,55,0,0,0,0,0,0,756,316,71,68,60,63,62,48,23,6,16,9,11
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Prinses Marijkeschool,0163::SB3,7441 BH,1455,830,1,0,0,0,0,753,78,0,0,0,0,0,0,831,319,60,123,72,39,70,58,28,10,19,18,14
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkgebouw de Brake,0163::SB4,7442 AX,1379,452,1,4,0,0,0,420,37,0,0,0,0,0,0,457,143,38,22,58,64,39,32,18,0,24,8,6
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkgebouw Blokkendoos,0163::SB5,7442 TH,1204,528,1,2,0,0,0,488,43,0,0,0,0,0,0,531,179,36,39,55,92,42,34,13,3,22,4,9
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkgebouw 't Diekhuus,0163::SB6,7442 ZL,1314,544,1,1,0,0,0,501,45,0,0,0,0,0,0,546,182,46,47,67,81,38,22,12,11,22,4,12
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Groot Lochter,0163::SB7,7442 JH,1646,853,2,3,0,0,0,795,63,0,0,0,0,0,0,858,267,86,60,93,115,79,59,31,11,26,10,16
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gebouw Beth Shalom,0163::SB8,7442 AE,1177,549,1,0,0,0,0,512,38,0,0,0,0,0,0,550,214,38,62,51,51,48,30,13,6,21,5,10
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Scholengemeenschap Reggesteyn,0163::SB9,7443 XG,1456,747,3,1,0,0,0,666,85,0,0,0,0,0,0,751,244,62,112,53,75,83,29,33,5,23,11,17
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum De Blenke,0163::SB10,7447 AP,1151,535,0,3,0,0,0,499,39,0,0,0,0,0,0,538,225,46,36,33,49,65,22,27,7,16,1,8
