contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gemeentehuis Jagtlust (SR),0310::SB1,3721 AB,1334,837,4,1,0,1,1,743,97,0,0,1,0,0,0,841,171,121,71,160,57,74,85,26,14,20,33,1,4,0,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Brandweerkazerne (SR),0310::SB2,3721 BD,1194,808,3,1,0,0,0,755,58,0,1,0,1,0,0,813,97,90,65,160,92,92,105,23,11,26,37,1,6,2,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis d'Amandelboom (SR),0310::SB3,3722 BT,751,520,0,0,0,0,0,464,56,0,0,0,0,0,0,520,109,50,43,108,17,52,14,67,30,9,20,1,0,0,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis De Koperwiek 1 (SR),0310::SB4,3722 CA,1361,925,2,3,0,0,0,839,91,0,0,0,0,0,0,930,265,79,151,184,64,52,41,22,3,21,38,0,3,2,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis De Koperwiek 2 (SR),0310::SB5,3722 CA,1346,868,4,1,0,0,0,794,79,0,0,0,0,0,0,873,212,71,97,154,65,74,76,24,17,29,39,3,6,1,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau VvSo WVT (SR),0310::SB6,3721 EA,1245,519,6,3,0,0,0,483,45,0,0,0,0,0,0,528,56,63,33,73,69,54,107,10,3,25,22,0,1,0,3
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Kunstenhuis (locatie Lichtruim) (SR,0310::SB7,3721 LH,1337,721,1,2,0,0,0,671,53,0,0,0,0,0,0,724,76,82,77,117,62,62,133,25,11,25,41,1,6,0,3
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau de Opstandingskerk (SR),0310::SB8,3721 MJ,1414,822,2,3,0,1,1,770,55,0,0,1,0,0,0,826,122,102,78,160,76,94,99,27,8,21,29,1,2,0,3
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau HF Witte Centrum (Oostbroek) (SR),0310::SB9,3731 CL,1449,818,2,2,0,0,0,758,64,0,0,0,0,0,0,822,166,84,100,150,63,55,85,25,13,23,45,0,6,1,2
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis Weltevreden (SR),0310::SB10,3731 MA,1269,732,1,5,0,0,0,681,57,0,0,0,0,0,0,738,89,96,97,152,42,91,76,21,11,17,35,0,4,0,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gebouw van het Rode Kruis (SR),0310::SB11,3732 BA,1772,947,0,0,0,0,0,881,66,0,0,0,0,0,0,947,138,80,115,180,93,97,84,45,15,29,56,2,8,4,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau HF Witte Centrum (Jachtkamer) (SR),0310::SB12,3731 CL,1504,958,0,0,0,2,0,850,110,0,0,0,2,0,0,960,175,126,95,209,60,106,72,23,12,22,54,0,3,1,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Voorhof (SR),0310::SB14,3732 EH,1933,1207,1,4,0,0,0,1084,128,0,0,0,0,0,0,1212,169,133,139,232,82,149,106,53,18,21,90,0,8,3,4
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau de Noorderkerk (SR),0310::SB15,3723 DM,1201,901,0,0,0,0,0,780,121,0,0,0,0,0,0,901,401,32,105,221,29,51,11,12,8,5,19,0,3,3,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis Schutsmantel (SR),0310::SB16,3723 KR,918,720,1,0,0,0,0,634,87,0,0,0,0,0,0,721,304,42,85,180,17,37,17,12,4,7,13,0,2,0,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Serviceflat Hobbemaflat (SR en VV),0310::SB17,3723 GS,1152,763,0,0,0,0,0,658,105,0,0,0,0,0,0,763,345,34,70,185,28,24,7,18,12,7,25,0,6,1,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Huize het Oosten (SR),0310::SB18,3723 BM,1559,929,2,0,0,1,0,843,90,0,1,0,2,0,0,933,322,76,67,206,48,57,70,16,5,23,35,0,2,1,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis de Bremhorst (SR),0310::SB19,3723 BC,1277,794,3,6,3,0,3,734,63,0,0,3,0,0,0,800,123,125,77,138,68,83,96,13,5,18,45,0,1,0,2
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Woonstichting SSW (SR),0310::SB20,3721 WE,1054,462,1,0,0,0,0,425,36,0,0,2,0,0,2,461,27,57,48,55,53,43,119,9,4,19,22,1,4,1,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpshuis De Vierstee (SR),0310::SB21,3738 EB,1304,752,4,1,0,0,0,668,89,0,0,0,0,0,0,757,89,46,83,67,97,32,55,40,192,21,21,1,6,1,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ontmoetingskerk (SR),0310::SB22,3738 VC,1296,726,2,2,0,0,0,646,84,0,0,0,0,0,0,730,91,38,116,91,44,37,75,44,136,17,33,3,1,0,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpscentrum Maertensplein (SR),0310::SB23,3738 GR,1291,903,5,1,0,0,0,837,72,0,0,0,0,0,0,909,121,73,146,99,112,33,84,44,133,29,24,0,2,2,1
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Groene Daan (SR),0310::SB24,3737 RK,1442,851,1,1,0,0,0,749,104,0,0,0,0,0,0,853,192,68,95,159,60,59,39,39,86,11,35,1,5,0,2
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpshuis Hollandsche Rading (SR),0310::SB25,3739 KM,1071,675,0,1,0,1,0,596,81,0,0,0,1,0,0,677,215,29,57,143,57,32,42,17,24,18,41,0,0,0,0
,De Bilt,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpshuis Westbroek (AGV),0310::SB26,3615 AG,1032,645,1,1,0,0,0,583,64,0,0,0,0,0,0,647,92,30,171,46,49,24,34,51,114,9,12,0,5,0,8
