contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Stadhuis,0620::SB1,4132 AS,1774,1054,5,4,0,0,1,949,113,0,0,0,0,0,0,1063,231,102,126,161,88,36,105,35,60,49,29,2,22,2,6
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Basisschool De Rank,0620::SB2,4132 CC,1885,843,2,6,0,0,0,770,81,0,0,0,0,0,0,851,158,88,143,98,114,23,100,13,17,45,24,6,12,0,2
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Zorgcentrum Hof van Batenstein,0620::SB3,4131 HA,1498,668,3,4,0,0,0,627,48,0,0,0,0,0,0,675,78,72,137,54,97,12,88,22,20,51,22,1,10,4,0
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Prenter,0620::SB4,4131 GZ,1697,580,2,3,0,3,0,531,57,0,0,0,3,0,0,588,60,68,65,66,108,16,90,18,21,34,20,0,9,1,4
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Wiekslag,0620::SB5,4133 EA,1943,916,0,0,0,0,0,812,105,0,1,0,1,0,0,917,181,87,122,136,127,31,112,26,9,34,32,0,15,1,3
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Geref.kerk De Hoeksteen,0620::SB6,4133 NB,1687,775,3,2,0,0,0,706,74,0,0,0,0,0,0,780,123,70,93,97,122,20,118,22,11,42,34,1,19,1,2
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Clubgebouw Brederodes,0620::SB7,4133 AX,1834,828,1,3,0,0,0,752,80,0,0,0,0,0,0,832,140,68,126,124,134,23,78,37,23,25,35,0,14,0,1
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpshuis De Biezen,0620::SB8,4124 AK,1168,664,2,2,0,0,0,588,81,0,1,0,1,0,0,669,125,36,109,49,105,10,39,50,85,24,15,0,14,0,3
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpshuis 't Knooppunt,0620::SB9,4121 EL,844,472,0,0,0,0,0,434,38,0,0,0,0,0,0,472,78,31,60,50,57,10,30,50,54,15,19,0,14,3,1
,Vianen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ver.gebouw De Krooshof,0620::SB10,4122 GX,753,423,0,1,0,0,0,373,51,0,0,0,0,0,0,424,65,16,83,26,36,6,23,71,72,9,13,1,0,0,2
