contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Verzorgingshuis Vredewold,0022::SB1,9351 BP,1253,730,3,3,0,0,1,674,61,0,0,0,0,0,0,736,110,50,101,147,52,64,112,21,18,8,22,7,3,0,10,1,1,0,3
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gemeentehuis Leek,0022::SB2,9351 BJ,929,408,0,1,0,0,0,377,32,0,0,0,0,0,0,409,40,54,50,75,26,40,48,9,9,13,19,18,0,1,0,2,0,0,4
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dienstencentrum De Schutse,0022::SB3,9351 KP,1112,901,4,1,0,0,0,851,54,0,0,1,0,0,0,905,133,81,131,114,82,91,104,32,11,23,37,28,1,4,9,4,3,1,12
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Cazemier Boerderij,0022::SB4,9356 AT,1325,880,4,2,0,0,0,797,89,0,0,0,0,0,0,886,137,114,102,106,86,95,99,40,9,21,32,26,0,2,3,2,1,0,5
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Wooncentrum Tolberterheem,0022::SB5,9356 CT,1262,655,2,6,0,0,0,609,52,0,0,2,0,0,0,661,103,54,122,87,64,60,65,26,6,19,17,19,0,0,7,1,2,0,3
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Groene Borg,0022::SB6,9354 BC,866,461,0,2,0,0,0,408,55,0,0,0,0,0,0,463,32,74,52,97,15,51,66,11,6,9,20,15,0,2,2,1,0,4,4
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Vijverborg,0022::SB7,9354 BW,1256,545,3,1,0,0,0,509,40,0,0,0,0,0,0,549,43,81,71,131,35,34,49,15,5,22,29,20,0,3,1,2,0,0,4
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gasterij Het Theehuis Midwolde,0022::SB8,9355 TD,762,525,0,0,0,0,0,467,57,0,0,1,0,0,0,524,68,102,37,74,67,28,76,22,10,14,10,12,0,1,2,0,2,0,0
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau MCO De Gaveborg,0022::SB9,9828 RC,522,306,0,1,0,0,0,281,26,0,0,0,0,0,0,307,33,23,61,31,14,25,38,26,9,13,8,13,1,1,5,1,3,1,0
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Het Bolwerk,0022::SB10,9812 PL,249,168,0,0,0,0,0,157,11,0,0,0,0,0,0,168,3,2,20,11,5,8,95,15,0,4,0,1,0,0,1,0,2,0,1
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sportcentrum Leek,0022::SB11,9351 NV,1186,739,1,2,0,0,0,671,71,0,0,0,0,0,0,742,91,113,69,127,100,52,70,55,9,11,9,21,0,0,2,0,3,0,7
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sportpark Oostindie,0022::SB12,9351 XZ,898,586,2,0,0,0,0,531,56,0,0,1,0,0,0,587,52,113,41,93,62,47,95,25,16,26,1,12,0,1,1,0,1,0,0
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Voormalige Van Panhuysschool,0022::SB13,9351 CG,1220,497,1,2,0,0,0,447,53,0,0,0,0,0,0,500,57,33,89,78,31,64,73,17,3,6,20,18,1,1,0,1,2,0,3
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau de Balkhoeve,0022::SB14,9351 HC,1158,425,2,0,0,0,1,383,43,0,0,0,0,0,0,427,65,38,59,54,42,26,74,28,6,7,9,13,0,0,2,0,0,0,2
,Leek,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sportcentrum Leek 2,0022::SB15,9351 NV,992,309,0,1,0,0,0,285,25,0,0,0,0,0,0,310,35,27,53,40,31,23,35,20,13,7,7,12,0,1,3,0,2,0,0
