contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Julianakerk,1525::SB1,2171 CZ,1873,936,2,4,0,1,0,847,96,0,0,0,1,0,0,943,214,96,101,194,70,121,24,21,5,39,20,2,2,27,0
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentekantoor Teylingen,1525::SB2,2171 CS,2168,1374,4,6,0,7,0,1235,142,0,0,7,0,0,0,1377,417,100,134,261,62,216,36,25,13,51,36,0,1,22,0
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Openb. Basisschool ""Het Bolwerk""",1525::SB3,2172 HD,2108,1231,4,1,0,8,0,1093,151,0,0,0,8,0,0,1244,328,97,134,277,64,149,24,24,3,51,35,2,1,40,2
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau RK Basisschool ""De Springplank""",1525::SB4,2172 EA,1675,865,5,9,0,0,3,813,63,0,0,0,0,0,0,879,179,81,125,147,51,139,37,21,2,27,31,3,0,22,0
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorggroep Marente loc. Bernardus,1525::SB5,2171 AV,2029,951,5,3,0,2,1,865,95,0,0,0,2,0,0,961,211,110,108,173,78,112,28,22,8,48,28,1,1,23,0
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau P.C. Basisschool ""De Rank""",1525::SB6,2171 MA,1937,905,2,1,0,0,0,829,79,0,0,0,0,0,0,908,225,71,109,132,77,156,45,15,1,22,29,1,1,21,0
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau McDonald's,1525::SB7,2171 KW,0,74,1,0,0,0,0,66,9,0,0,0,0,0,0,75,24,5,7,8,1,12,3,8,0,1,4,0,0,1,0
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Soc. Cult. Centrum ""Het Trefpunt""",1525::SB9,2361 ET,1649,981,4,3,0,0,0,887,101,0,0,0,0,0,0,988,261,66,91,160,48,197,42,18,7,33,44,0,1,11,2
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau RK Basisschool ""De Waaier""",1525::SB10,2361 GM,2024,1032,5,8,0,0,0,975,70,0,0,0,0,0,0,1045,235,93,97,145,90,211,50,19,2,42,41,0,0,5,2
Leiden,Teylingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Butterhuis,1525::SB12,2362 AE,168,104,0,1,0,0,1,93,11,0,0,0,0,0,0,105,19,5,9,33,3,16,9,0,3,2,5,0,0,0,0
