contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stadskantoor,0545::SB1,4141DA,2417,1037,3,1,0,0,0,923,118,0,0,0,0,0,0,1041,183,88,146,130,76,111,26,78,98,35,43,16,0,2,0,5
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maranatha,0545::SB2,4141EL,1944,1145,1,1,0,0,0,996,151,0,0,0,0,0,0,1147,197,77,123,187,63,84,16,111,210,29,22,19,1,2,1,3
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Calvijnschool,0545::SB3,4143BA,1540,647,0,1,0,0,0,560,88,0,0,0,0,0,0,648,58,34,79,104,45,39,12,76,150,19,6,11,0,11,0,3
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Huis ter Leede,0545::SB4,4143EN,1982,1178,1,1,0,0,1,1009,170,0,0,0,0,0,0,1180,175,89,159,193,99,80,11,105,162,41,33,18,2,3,0,8
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wilgenhoek,0545::SB5,4143LA,1122,556,3,0,0,0,0,501,58,0,0,0,0,0,0,559,86,36,87,97,52,52,14,46,49,17,13,2,0,2,0,3
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau het Mozaïek bovenbouw,0545::SB6,4142EG,812,257,2,2,0,0,0,227,34,0,0,0,0,0,0,261,17,34,41,19,25,49,7,14,16,16,7,10,0,1,0,1
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Koningin Emmahuis,0545::SB7,4142BV,1382,393,4,2,0,0,0,345,54,0,0,0,0,0,0,399,22,40,66,38,57,72,7,26,26,13,9,8,3,1,0,5
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau het Mozaïek onderbouw,0545::SB8,4142EM,2157,737,2,3,0,0,0,629,113,0,0,0,0,0,0,742,51,58,156,79,81,107,21,62,48,16,29,22,1,4,1,1
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau dorpshuis De Stoof,0545::SB9,4247EN,635,406,2,0,0,0,0,362,46,0,0,0,0,0,0,408,127,38,49,55,20,50,11,11,19,12,7,5,0,2,0,0
Dordrecht,Leerdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Partycentrum Schoonrewoerd,0545::SB10,4145KM,1466,914,1,4,0,0,0,796,123,0,0,0,0,0,0,919,117,25,110,178,27,46,14,100,271,7,12,5,2,0,0,0
