contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis,1891::SB1,9104 BR,1243,819,1,1,0,0,0,731,90,0,0,0,0,0,0,821,66,252,45,83,88,61,168,12,17,1,15,9,1,1
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""De Kruisweg""",1891::SB2,9104 BG,1650,858,0,2,0,0,0,768,92,0,0,0,0,0,0,860,75,289,31,81,71,54,205,11,19,0,8,14,0,0
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""De Nije Warf""",1891::SB3,9113 PA,1461,779,0,0,0,0,0,663,116,0,0,0,0,0,0,779,34,201,35,48,77,48,282,6,23,2,11,10,0,2
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Nij Tjaerda,1891::SB4,9104 KA,1507,780,6,1,0,0,0,699,88,0,0,0,0,0,0,787,66,173,18,93,92,113,170,18,11,2,6,17,1,0
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau MFC  ""De Beijer""",1891::SB5,9105 KG,896,487,1,2,0,0,0,443,47,0,0,0,0,0,0,490,24,184,37,61,40,38,66,9,7,2,14,5,0,0
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Herberge ""De Trochreed""",1891::SB6,9067 DM,161,123,0,0,0,0,0,111,12,0,0,0,0,0,0,123,13,33,9,12,10,15,8,4,11,0,6,2,0,0
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis  ""De Pipegael""",1891::SB7,9108 NE,1102,621,1,3,0,0,0,560,65,0,0,0,0,0,0,625,28,225,32,52,66,43,135,10,14,0,9,5,1,1
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Kerkelijk Centrum ""De Mienskip""",1891::SB8,9269 SW,1468,738,0,3,0,0,1,681,59,0,0,0,0,0,0,741,116,164,36,89,68,113,84,22,21,2,10,12,0,1
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Talma Hoeve,1891::SB9,9269 VS,1345,850,2,0,0,0,0,771,81,0,0,0,0,0,0,852,122,225,74,86,62,63,79,48,55,3,17,16,0,0
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Brugchelencamp,1891::SB10,9271 EP,1337,643,1,1,0,0,0,580,65,0,0,0,0,0,0,645,94,112,23,91,80,87,112,7,11,1,10,13,0,2
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Lokaal Chr.Geref. kerk,1891::SB11,9271 CH,1518,642,0,1,0,0,0,551,92,0,0,0,0,0,0,643,86,101,24,87,110,66,115,9,14,1,14,11,0,4
,Dantumadiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Lokaal Ned.Herv. kerk,1891::SB12,9271 BP,1199,600,1,3,0,0,0,535,69,0,0,0,0,0,0,604,60,124,26,59,107,85,91,9,18,1,9,8,0,3
