contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,1876::SB1,7255 KA,1469,794,2,2,2,0,0,715,80,0,1,3,0,0,0,795,195,73,202,65,74,90,19,4,7,15,11,0,2,0,28,2,5,2,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sporthal De Kamp / Hengelo Gld,1876::SB2,7255 CX,1542,682,1,0,0,0,0,634,49,0,0,0,0,0,0,683,154,47,158,73,68,72,9,11,3,12,30,1,1,0,33,2,8,0,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ons Huis / Hengelo Gld,1876::SB3,7255 DM,1426,674,1,0,0,0,0,611,64,0,0,0,0,0,0,675,146,66,175,61,71,53,17,11,2,9,21,1,1,0,28,2,5,5,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis De Horst / Keijenborg,1876::SB4,7256 BC,1435,703,0,2,0,0,0,634,71,0,0,0,0,0,0,705,132,29,233,64,85,58,18,7,2,17,20,2,1,0,27,5,3,0,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Voormalige school Varssel,1876::SB5,7255 MR,663,319,1,1,0,0,1,293,27,0,0,0,0,0,0,321,81,30,87,25,17,30,15,4,5,7,9,0,0,0,8,1,0,0,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cult. centrum De Brink / Zelhem,1876::SB6,7021 CN,1468,746,1,0,0,0,0,657,90,0,0,0,0,0,0,747,183,64,114,50,77,93,24,45,43,10,17,0,0,1,19,1,5,0,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Muziekcentrum Union Zelhem,1876::SB7,7021 KH,1449,699,0,0,0,0,0,634,65,0,0,0,0,0,0,699,138,59,126,70,72,79,13,43,35,16,16,0,0,0,23,1,6,1,1
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis D'n Draejer / Zelhem,1876::SB8,7021 KT,901,426,2,0,0,0,0,386,42,0,0,0,0,0,0,428,84,35,102,35,39,40,11,27,23,4,13,0,0,0,12,0,0,1,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau ARX theater / Zelhem,1876::SB9,7021 HC,643,275,0,1,0,0,1,238,37,0,0,0,0,0,0,276,90,17,50,26,23,23,3,16,10,7,1,0,1,1,7,0,0,0,0
Arnhem,Bronckhorst,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Voorm. basisschool Halle-Heide,1876::SB10,7025 CL,468,256,0,0,0,0,0,231,25,0,0,0,0,0,0,256,34,29,56,24,17,10,22,9,6,18,7,0,1,0,10,5,8,0,0
