contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Raadhuis,1931::SB1,2941 ES,1365,919,0,1,0,4,0,804,120,0,0,0,4,0,0,924,249,126,112,92,51,78,24,39,67,43,29,2,1,5,1
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Schateiland,1931::SB2,2941 SE,1078,470,0,2,0,2,0,415,59,0,0,0,2,0,0,474,79,63,54,47,58,44,20,12,51,15,22,1,0,4,0
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau CBS  Eben-Haëzer,1931::SB3,2941 VE,1132,567,0,2,0,0,2,491,76,0,0,0,0,0,0,569,96,59,93,53,55,37,6,28,102,22,8,4,0,4,0
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Breeje Hendrick,1931::SB4,2941 TN,1281,697,1,8,0,0,0,632,74,0,0,0,0,0,0,706,116,106,105,60,64,55,12,35,73,31,34,3,0,2,1
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ichthus Kerk,1931::SB5,2941 BM,1158,660,0,5,0,0,0,587,78,0,0,0,0,0,0,665,145,64,66,102,56,57,12,32,89,13,18,3,0,3,0
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Cultuurhuis,1931::SB6,2931 CK,1223,717,2,1,0,3,0,645,78,0,0,0,3,0,0,723,125,86,105,71,68,74,14,43,45,27,43,8,0,5,3
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Koetshuis,1931::SB7,2931 AG,1339,650,6,2,0,0,0,595,63,0,0,0,0,0,0,658,116,52,115,71,81,48,5,54,55,22,20,2,1,7,1
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Floraschool,1931::SB8,2931 RP,1365,651,1,1,0,0,0,601,52,0,0,0,0,0,0,653,115,84,82,73,58,64,10,46,54,34,13,9,2,7,0
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Dertienhuizen,1931::SB9,2931 XZ,1285,638,3,2,0,0,0,587,56,0,0,0,0,0,0,643,77,79,108,91,62,42,18,50,47,34,22,3,0,5,0
Leiden,Krimpenerwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,1931::SB10,2861 AH,1182,608,0,4,0,0,0,535,77,0,0,0,0,0,0,612,90,62,66,88,40,35,11,68,120,14,9,3,2,0,0
