contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,0226::SB1,6921 ES,1912,1333,0,1,0,2,1,1173,162,0,0,0,2,0,0,1336,275,123,235,168,177,163,47,17,3,37,36,5,5,9,22,3,6,1,1
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum Thuvine,0226::SB2,6921 AR,1891,689,1,2,0,2,2,637,55,0,0,0,2,0,0,694,117,45,147,89,104,59,32,16,1,19,34,1,1,0,8,1,12,1,2
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kantoorgebouw La Gare nabij NS Station Duiven,0226::SB3,6922 HH,1282,615,2,3,2,0,0,566,52,0,0,2,0,0,0,618,84,55,62,73,107,103,37,28,5,12,23,0,0,2,10,2,8,3,1
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Jongerensoos Rinoceros,0226::SB4,6923 BD,1556,811,1,2,0,0,0,729,85,0,0,0,0,0,0,814,201,48,214,68,55,88,17,8,3,23,30,2,1,0,21,1,31,0,0
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kantine Sportvereniging Loo,0226::SB5,6924 AE,815,408,0,0,0,0,4,360,44,0,0,0,0,0,0,408,100,28,80,36,34,55,27,5,0,8,12,1,0,0,15,0,7,0,0
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cultureel Centrum Onderling Genoegen,0226::SB6,6921 ES,1828,736,2,1,0,0,0,668,71,0,0,0,0,0,0,739,124,53,95,76,130,109,30,17,4,28,28,0,2,1,19,2,16,2,0
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kantine Tennis Centre Duiven,0226::SB7,6921 JL,1880,667,1,1,0,2,0,598,73,0,0,0,2,0,0,671,166,51,59,79,74,113,40,21,0,25,21,0,3,0,7,1,6,1,0
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Seniorensoos Het Palet,0226::SB8,6921 MJ,1643,807,2,4,0,2,1,766,48,0,0,0,2,0,0,815,90,76,98,131,168,101,34,10,2,30,44,0,0,1,8,4,7,3,0
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau RK Basisschool De Kameleon,0226::SB9,6921 MJ,1485,513,2,3,0,1,0,468,49,0,0,1,0,0,0,517,93,48,55,72,96,53,13,13,0,13,31,0,0,0,12,2,9,3,0
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau RK Basisschool De Timp,0226::SB10,6922 DB,1672,722,1,6,0,3,0,653,79,0,0,0,3,0,0,732,161,65,94,75,94,92,36,19,3,24,34,0,1,0,11,1,9,0,3
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cultureel Centrum 't Eiland,0226::SB11,6922 ER,1770,888,2,4,0,2,0,817,75,0,0,2,0,0,0,892,179,85,106,100,126,137,30,16,1,24,46,0,2,1,16,2,11,4,2
Arnhem,Duiven,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Basisschool De Toermalijn,0226::SB12,6922 NP,1891,808,5,0,0,1,0,720,92,0,0,1,0,0,0,812,150,57,93,98,134,117,34,23,2,30,43,1,1,0,9,5,9,2,0
