contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gemeentehuis,0355::SB1,3701 HS,2172,1468,4,0,0,0,2,1308,162,0,0,0,0,0,0,1472,414,151,198,277,94,102,51,51,53,19,41,1,4,3,9
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Geref. Kerk Vrijgemaakt De Ark,0355::SB2,3702 SB,1757,817,1,3,0,0,2,734,85,0,0,0,0,0,0,821,139,62,89,142,107,45,71,44,54,20,40,0,3,0,1
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gebouw Zeister Mannenkoor,0355::SB3,3701 VK,1686,860,0,3,0,5,0,797,72,0,0,0,6,1,0,869,123,92,96,124,111,54,107,38,25,22,52,3,12,0,1
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Zorgcentrum  De Looborch,0355::SB4,3701 BC,1614,1110,3,1,0,0,0,987,127,0,0,0,0,0,0,1114,319,78,163,246,41,83,49,45,20,11,47,0,6,0,2
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Huize Valckenbosch,0355::SB5,3707 VD,1470,964,6,1,3,0,0,797,171,0,0,3,0,0,0,968,394,53,69,202,34,65,26,31,27,8,48,2,4,1,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Zorgcentrum Amandelhof,0355::SB6,3708 AB,1428,971,2,4,0,0,0,866,113,0,2,0,2,0,0,979,234,72,150,192,48,51,41,57,62,18,38,0,7,1,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verpleeghotel Bovenwegen,0355::SB7,3708 AT,1675,832,6,2,1,0,3,769,67,0,0,1,0,0,0,839,155,74,119,125,61,53,81,53,40,24,38,0,6,0,3
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Informatiecentrum Kerckebosch,0355::SB8,3708 DM,1545,732,2,3,0,0,1,658,78,0,0,0,0,0,0,737,174,65,70,181,52,54,57,28,11,12,25,0,2,1,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School Griffensteijn,0355::SB9,3703 BP,1819,863,1,3,0,0,0,768,99,0,0,0,0,0,0,867,148,78,78,203,91,77,59,41,18,21,47,0,2,0,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School Griffensteijn,0355::SB10,3703 BP,1808,939,0,4,0,0,1,845,97,0,0,0,0,0,0,943,164,125,96,199,64,103,64,36,27,29,24,0,8,0,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkcentrum De Koppeling,0355::SB11,3704 KS,1437,906,3,1,0,0,0,812,100,0,2,0,2,0,0,912,110,111,108,164,99,89,92,35,16,24,42,0,11,0,5
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkcentrum De Koppeling,0355::SB12,3704 KS,1788,1003,3,5,0,0,1,896,115,0,0,0,1,0,0,1012,116,148,98,175,124,79,115,44,22,29,51,1,1,0,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School Nije-Kroost,0355::SB13,3704 EG,1508,938,2,1,0,0,0,843,99,0,0,0,1,0,0,942,155,104,102,156,79,64,92,62,40,29,48,1,6,0,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau R.O.C. Midden Nederland,0355::SB14,3704 GN,1783,739,9,3,0,0,0,667,84,0,0,0,0,0,0,751,93,66,83,124,105,47,84,41,23,22,44,0,3,0,4
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkcentrum 't Noorderpunt,0355::SB15,3706 AH,1793,790,9,2,0,0,0,748,53,0,0,0,0,0,0,801,114,87,83,150,81,92,81,31,10,19,36,1,3,0,2
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Geref. Kerk Vrijgemaakt De Ark,0355::SB16,3702 SB,1731,742,2,2,0,0,0,679,66,0,0,1,0,0,0,745,104,62,90,125,83,59,76,42,35,20,35,1,9,0,1
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Sionskerk,0355::SB17,3705 BP,1713,1189,3,1,0,0,0,1071,122,0,0,0,0,0,0,1193,245,84,115,284,97,127,75,42,40,27,49,1,1,1,1
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkservicepunt Noord,0355::SB18,3705 HD,2019,1014,1,3,0,0,0,943,75,0,0,0,0,0,0,1018,137,92,112,143,144,76,130,41,37,35,58,0,6,0,3
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Weggeefwinkel,0355::SB19,3706 GW,1421,482,2,1,0,0,3,443,39,0,0,0,0,0,0,485,27,42,30,69,57,46,115,32,4,18,35,1,2,1,3
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkcentrum 't Noorderpunt,0355::SB20,3706 AH,1629,849,8,1,0,0,0,800,58,0,0,0,0,0,0,858,119,85,73,163,70,112,101,34,8,25,50,1,3,3,2
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School De Kameleon,0355::SB21,3705 PE,1483,611,3,3,0,0,1,561,55,0,0,0,0,0,0,617,46,51,46,98,111,40,90,27,37,28,33,1,3,0,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Montessorischool,0355::SB22,3705 XL,1566,827,1,2,0,1,0,738,93,0,0,0,1,0,0,831,132,81,64,153,128,72,82,26,26,21,35,0,4,1,2
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Woonzorgcentrum Vredenoord,0355::SB23,3712 AA,550,427,2,4,0,0,0,385,48,0,0,0,0,0,0,433,75,41,46,70,41,35,38,17,9,17,33,0,3,0,2
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verpleeghuis De Wijngaard,0355::SB24,3735 MR,1578,982,1,0,0,1,0,857,125,0,0,1,0,0,0,982,475,38,101,141,63,24,24,41,26,11,30,0,7,1,0
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Kinderdagverblijf Kind  & Co,0355::SB25,3734 CS,1668,1084,1,1,0,0,0,950,137,0,0,0,1,0,0,1087,348,82,106,235,92,65,33,20,23,20,49,5,0,1,5
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkservicepunt Pelita,0355::SB26,3734 EB,1922,912,1,0,0,0,1,831,82,0,0,0,1,0,0,914,178,71,90,155,105,59,122,16,8,29,67,0,7,1,4
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Roomskatholieke Kerk,0355::SB27,3711 AE,1217,717,0,0,0,0,1,663,53,0,0,0,0,0,0,717,168,77,72,101,79,64,46,19,4,29,51,1,4,0,2
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkgebouw 't Lichtpunt,0355::SB28,3707 BM,1423,978,2,6,0,0,0,863,125,0,2,0,2,0,0,988,311,72,113,183,70,49,55,46,31,21,23,0,2,0,2
,Zeist,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Abrona  't Lichtpunt,0355::SB30,3712 XJ,888,203,1,0,0,0,0,188,17,0,1,0,1,0,0,205,24,12,18,44,33,15,12,20,3,3,17,0,1,0,1
