contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verzorgingshuis Oranjehof,0214::SB1,4116 DJ,1330,726,0,3,0,0,0,636,93,0,0,0,0,0,0,729,146,76,125,83,46,97,24,10,42,32,16,2,0,0,3,0,24,0
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis  Erichem,0214::SB2,4117 GJ,1311,621,0,1,0,0,0,536,86,0,0,0,0,0,0,622,151,45,83,105,38,65,19,10,43,15,14,1,2,1,2,0,21,6
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis  't Ecksternest,0214::SB3,4024 HM,1284,658,1,4,0,1,0,597,67,0,0,0,1,0,0,664,146,33,82,110,46,78,26,22,33,26,16,4,1,0,4,1,28,2
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis De Hoekenburg Rijswijk,0214::SB4,4023 AV,398,257,0,0,0,0,0,229,28,0,0,0,0,0,0,257,64,28,22,40,27,27,10,0,3,12,7,0,1,1,4,0,11,0
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis De Rozenhoek Ravenswaaij,0214::SB5,4119 LW,424,291,0,1,0,0,0,246,46,0,0,0,0,0,0,292,62,21,52,56,9,37,15,4,7,9,7,2,0,1,1,2,6,0
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis Kerk-Avezaath,0214::SB6,4012 BC,1103,630,1,2,0,0,0,566,67,0,0,0,0,0,0,633,170,62,63,94,56,86,12,9,7,13,28,1,1,0,3,1,22,2
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis de Oude School Zoelen,0214::SB7,4011 EM,1241,583,7,0,0,1,2,521,68,0,0,0,1,0,0,591,152,69,62,86,32,61,24,8,13,30,9,1,4,1,2,0,24,5
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis 't Zoetzand  Beusichem,0214::SB8,4112 JL,2141,1148,1,1,0,1,0,1038,114,0,0,0,2,0,0,1152,306,105,149,134,78,193,23,32,38,30,35,1,0,0,2,3,16,3
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis Maurik,0214::SB9,4021 VZ,1616,694,3,3,0,0,0,604,96,0,0,0,0,0,0,700,186,61,104,116,60,76,8,11,15,19,10,1,1,1,4,2,16,3
Nijmegen,Buren,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau O.b.s. de Klepper,0214::SB10,4111 LD,746,354,2,0,0,1,0,318,37,0,0,1,0,0,0,355,77,41,33,37,23,68,14,15,12,16,6,0,0,0,3,0,8,1
