contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Orbis de Baenje,1883::SB1,6131 JR,1772,947,4,2,0,0,0,862,91,0,0,0,0,0,0,953,112,281,117,65,119,54,120,23,31,17,6,2
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Fontys Hogeschool Zuyd,1883::SB2,6163 AJ,1633,772,7,1,0,0,0,708,73,0,1,0,1,0,0,781,93,230,78,55,101,59,83,23,32,7,8,3
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Barbarazaal,1883::SB3,6134 XJ,1804,538,0,5,0,0,0,460,83,0,0,0,0,0,0,543,193,56,19,43,134,13,25,12,21,5,16,1
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis de Landjwaer,1883::SB4,6133 AJ,1695,1071,0,0,0,0,0,958,112,0,0,1,0,1,0,1070,180,184,93,97,205,74,139,18,42,10,27,2
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Fanfarezaal St.Jan,1883::SB5,6132 CD,1993,1090,5,3,0,0,0,934,160,0,0,4,0,4,0,1094,76,336,249,79,62,58,165,17,22,15,10,1
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Orbis De Kollenberg,1883::SB6,6137 AC,1053,526,4,7,0,0,0,498,39,0,0,0,0,0,0,537,69,158,28,42,87,26,48,26,29,5,7,1
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Tafeltenniscentrum Sittard,1883::SB7,6137 PE,1618,614,1,6,0,1,0,567,55,0,0,0,1,0,0,622,145,125,40,43,136,35,32,21,16,13,6,2
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Broeksittard,1883::SB8,6137 SR,1781,552,6,2,0,3,0,493,64,0,0,3,0,0,0,557,180,99,20,39,94,32,30,22,18,11,6,1
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Oos Zittesj Hoes,1883::SB9,6131 GS,1394,427,4,0,0,0,0,394,37,0,0,0,0,0,0,431,101,120,29,32,55,12,35,19,9,5,10,0
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Xonar,1883::SB10,6132 EL,1370,453,2,0,0,0,0,408,47,0,0,0,0,0,0,455,86,46,26,44,115,35,43,21,25,2,8,2
Maastricht,Sittard-Geleen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool Lahrhof,1883::SB11,6132 GN,1434,834,2,2,0,0,0,729,109,0,0,0,0,0,0,838,133,141,106,85,114,58,125,34,22,6,8,2
