contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Huize ""Westervoorde""",1773::SB1,8121 AW,1709,788,1,3,0,0,0,731,61,0,0,0,0,0,0,792,102,181,81,65,126,79,17,43,1,46,23,24
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau ""Het Averbergen""",1773::SB2,8121 CA,1137,388,3,0,0,0,0,360,31,0,0,0,0,0,0,391,83,78,54,24,42,51,13,18,0,11,2,12
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau ""Sint Willibrord""",1773::SB3,8121 CW,1433,728,1,3,0,0,0,662,70,0,0,0,0,0,0,732,217,129,110,59,42,77,2,27,3,22,13,27
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Buurthuis Den Nul,1773::SB4,8121 EJ,761,353,0,2,0,0,0,324,31,0,0,0,0,0,0,355,78,83,62,31,30,17,10,12,8,9,1,12
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Dorpshuis ""De Bongerd""",1773::SB5,8196 KW,461,261,2,2,0,0,0,240,25,0,0,0,0,0,0,265,37,41,54,17,19,34,6,23,6,4,2,18
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wapen van Wesepe,1773::SB6,8124 AP,913,465,3,0,0,0,0,427,41,0,0,0,0,0,0,468,127,52,112,25,24,58,5,20,1,18,10,13
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Holstohus,1773::SB7,8121 CM,1262,962,0,5,0,0,0,898,69,0,0,0,0,0,0,967,125,189,138,75,117,113,27,83,8,41,15,31
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeentehuis Wijhe,1773::SB8,8131 BN,1286,709,1,0,0,0,1,649,60,0,0,0,0,0,0,710,179,139,61,62,98,88,15,18,3,22,10,14
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau ""Het Weijtendaal""",1773::SB9,8131 DW,938,581,1,1,0,0,0,551,32,0,0,0,0,0,0,583,192,114,66,39,36,74,8,17,3,20,1,11
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau OBS ""de Peperhof""",1773::SB10,8131 GN,1526,751,4,2,0,0,1,693,63,0,0,0,0,0,0,757,163,149,98,59,98,86,23,27,4,23,3,18
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Gemsch.huis ""Pinokkio""",1773::SB11,8131 ST,1407,610,1,0,0,0,0,543,68,0,0,0,0,0,0,611,216,75,114,25,56,75,12,11,0,13,5,8
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Buurthuis Elshof,1773::SB12,8131 RR,643,338,0,0,0,0,0,292,46,0,0,0,0,0,0,338,127,30,56,21,16,26,10,12,9,7,4,20
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis Herxen,1773::SB13,8131 PC,365,204,0,1,0,0,0,181,24,0,0,0,0,0,0,205,69,14,26,8,16,31,13,6,6,1,2,12
,Olst-Wijhe,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau ""Westhoff""",1773::SB14,8198 KP,49,57,0,0,0,0,1,49,7,0,0,0,0,0,0,57,18,4,8,3,2,8,3,3,3,1,0,4
