contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum De Beemden,0845::SB1,5271 BH,1557,664,9,6,0,0,0,619,60,0,0,0,0,0,0,679,84,177,76,93,65,100,14,25,15,0,0,10,1,4
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum Nieuw Beekvliet,0845::SB2,5272 RZ,1397,675,2,2,0,0,0,608,71,0,0,0,0,0,0,679,152,135,64,88,49,115,19,17,20,2,0,9,0,5
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Party's & Meetings Absoluut,0845::SB3,5271 AL,1550,733,0,2,0,0,0,663,72,0,0,0,0,0,0,735,116,112,111,112,64,111,30,21,29,2,1,17,1,6
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,0845::SB4,5271 GC,2110,1048,3,4,0,0,0,948,107,0,0,0,0,0,0,1055,164,219,99,174,89,178,44,38,26,0,1,13,1,2
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Sporthal Theereheide,0845::SB6,5271 RR,1346,821,4,0,0,0,0,725,100,0,0,0,0,0,0,825,227,186,45,64,66,157,17,19,22,0,0,11,1,6
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpshuis De Kei,0845::SB7,5291 AB,1719,776,4,1,0,1,0,682,100,0,0,0,1,0,0,782,136,209,112,81,43,95,46,18,20,0,1,5,3,7
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Wegwijzer,0845::SB8,5271 XR,2427,938,1,1,0,0,1,840,99,0,0,0,0,0,0,940,162,190,116,136,76,155,36,18,25,1,1,15,2,5
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Litserborg,0845::SB10,5275 BV,2461,1122,2,3,0,1,1,998,127,0,0,1,0,0,0,1126,185,268,115,175,70,173,34,47,31,0,0,21,0,3
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Vivent Berlerode,0845::SB11,5258 HH,2172,730,1,3,0,0,0,658,76,0,0,0,0,0,0,734,122,161,90,138,58,71,25,24,14,3,0,18,3,3
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Theresia,0845::SB12,5258 AG,1803,968,4,2,0,2,1,848,127,0,0,0,2,0,0,976,232,201,71,120,76,175,32,27,16,0,1,12,0,5
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Den Durpsherd,0845::SB14,5258 KB,2026,1134,3,2,0,0,1,1020,118,0,0,0,0,0,0,1139,213,217,109,204,90,176,39,32,22,0,0,18,3,11
's-Hertogenbosch,Sint-Michielsgestel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Moerkoal,0845::SB15,5258 LE,1389,610,1,1,0,0,0,559,53,0,0,0,0,0,0,612,113,133,57,114,39,95,23,19,9,1,0,4,1,2
