contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Rustoord,0553::SB1,2161 GC,957,586,1,0,0,1,0,517,71,0,0,0,1,0,0,588,198,20,36,107,14,95,8,17,46,18,4,2,0,21,0
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau St Barbara uitvaartzorg,0553::SB2,2161 KH,1342,736,0,3,0,0,0,671,68,0,0,0,0,0,0,739,90,39,94,140,58,82,12,22,94,41,30,0,1,31,2
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cardea campus,0553::SB3,2161 XG,1885,974,5,0,0,0,0,869,110,0,0,0,0,0,0,979,165,37,106,155,73,107,24,33,158,46,24,2,1,42,1
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau cbs De Lisbloem,0553::SB4,2163 AJ,1725,736,2,4,0,0,0,662,80,0,0,0,0,0,0,742,165,57,85,80,63,94,16,32,47,52,22,1,1,21,0
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw De Klister,0553::SB5,2161 AE,1754,898,0,2,0,0,1,802,97,0,0,0,0,0,0,900,171,69,102,134,41,124,21,25,58,63,41,0,0,48,1
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Kleine Engel,0553::SB6,2161 DC,1189,571,1,2,0,1,0,520,55,0,0,0,1,0,0,575,138,35,64,126,40,71,6,11,8,35,25,2,0,9,1
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum De Beukenhof,0553::SB7,2161 EA,1361,914,2,3,0,0,0,841,78,0,0,0,0,0,0,919,224,48,74,226,27,122,12,27,42,65,13,1,0,32,1
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw Postduivenvereniging,0553::SB8,2162 VW,1136,468,0,0,0,0,0,441,27,0,0,0,0,0,0,468,68,33,55,102,33,58,14,10,39,29,8,2,0,15,2
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 't Poelhuys,0553::SB9,2162 AA,1328,941,1,3,0,3,0,856,92,0,0,0,3,0,0,948,166,75,106,148,91,116,20,30,61,64,22,2,0,40,0
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw Da Capo,0553::SB10,2162 JB,1724,830,2,2,0,0,0,744,90,0,0,0,0,0,0,834,231,62,86,135,56,112,21,29,24,25,22,1,3,23,0
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau OBS De Tweemaster, Gerard Doustraat",0553::SB11,2162 CP,1667,863,3,3,0,0,0,777,92,0,0,0,0,0,0,869,172,97,113,96,61,124,31,33,29,33,39,2,2,29,2
Leiden,Lisse,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw Salvatori,0553::SB12,2161 ZL,1225,599,2,3,0,0,0,549,55,0,0,0,0,0,0,604,98,41,67,103,33,74,21,31,60,29,13,0,1,28,0
