contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentekantoor Oostendorp,0230::SB1,8081 LA,1521,910,1,2,0,0,0,826,87,0,0,0,0,0,0,913,94,25,186,64,36,53,12,241,159,11,19,2,2,1,3,1,1,0,0
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Het Nieuwe Feithenhof,0230::SB2,8081 BV,2068,1020,3,4,0,0,0,919,108,0,0,0,0,0,0,1027,150,35,187,95,51,80,11,222,135,18,25,1,3,0,3,1,1,2,0
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeenschapscentrum 't Huiken,0230::SB3,8081 VS,1837,995,1,3,0,0,1,904,94,0,0,0,0,0,0,999,110,39,192,112,73,41,29,238,94,17,36,1,5,0,4,0,3,1,0
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Daltonschool De Vrijheid,0230::SB4,8081 JS,1680,866,3,2,0,0,0,781,90,0,0,0,0,0,0,871,104,34,131,104,75,51,15,202,108,13,21,0,4,0,0,1,1,2,0
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verpleeghuis De Voord,0230::SB5,8081 DL,1867,972,0,1,0,0,0,854,119,0,0,0,0,0,0,973,108,32,158,80,58,83,16,301,91,13,19,2,2,1,3,3,2,0,0
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis De Deel,0230::SB6,8085 AP,1874,1284,1,3,0,0,0,1120,169,0,0,0,0,0,0,1289,80,20,144,76,34,21,4,234,638,14,12,2,2,0,3,0,0,0,0
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis Ons Huus,0230::SB7,8085 PE,1513,742,0,0,0,0,0,636,106,0,0,0,0,0,0,742,45,13,60,58,19,21,6,161,339,7,8,0,3,0,0,1,1,0,0
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkontmoetingscentrum Jeanne d'Arc,0230::SB8,8084 VP,1574,724,2,1,0,0,2,645,80,0,0,0,0,0,0,727,126,46,115,66,41,48,11,153,68,8,24,2,4,2,1,2,3,3,1
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zorgcentrum Mariposa,0230::SB9,8084 BV,1649,1100,4,8,0,0,0,1009,103,0,0,0,0,0,0,1112,163,61,155,87,52,66,34,272,145,27,21,3,1,1,6,1,3,1,1
Arnhem,Elburg,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau M.F.C. Aperloo,0230::SB10,8084 PH,1595,929,0,1,0,0,0,822,108,0,0,0,0,0,0,930,93,45,122,118,55,49,26,207,163,11,26,0,0,2,8,1,2,1,0
