contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,0232::SB1,8161 CL,1119,903,2,1,0,4,0,813,89,0,0,4,0,0,0,902,208,78,149,99,55,113,52,48,13,39,33,3,5,1,3,1,1,1,1
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stembureau Europalaan,0232::SB2,8161 ZA,1343,622,1,2,0,0,0,562,63,0,0,0,0,0,0,625,100,86,76,92,61,77,37,41,10,10,23,0,5,0,1,0,3,0,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Openbare Basisschool Zuuk,0232::SB3,8161 RJ,772,359,0,0,0,0,0,308,51,0,0,0,0,0,0,359,66,24,64,39,26,31,14,20,39,8,22,1,0,0,0,3,1,1,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Bejaarden-/Zorgcentrum De Klaarbeek,0232::SB4,8162 WW,1377,516,2,5,0,1,0,492,30,0,0,1,0,0,0,522,62,88,81,65,51,56,31,31,8,8,22,0,4,0,0,2,2,5,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Bejaarden-/Zorgcentrum De Boskamp,0232::SB5,8161 DS,1292,706,2,0,0,1,0,631,78,0,0,0,1,0,0,709,169,57,138,44,25,108,24,77,14,25,17,0,3,2,2,1,0,0,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Het Slath Siza Dorp Groep,0232::SB6,8161 NW,1516,736,3,1,0,0,0,670,70,0,0,0,0,0,0,740,211,58,97,68,49,75,37,59,20,29,26,1,4,0,1,0,0,1,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau VvE Eper Veste,0232::SB7,8161 AG,1313,755,1,2,0,0,0,683,75,0,0,0,0,0,0,758,250,55,108,66,32,105,23,32,10,23,31,2,6,0,0,3,7,2,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau S.V. Wissel,0232::SB8,8162 PR,981,532,0,3,0,1,0,475,59,0,0,1,0,0,0,534,167,42,52,34,25,77,24,30,16,31,21,0,2,0,2,3,5,0,1
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Wijkvereniging ""Burgerenk""",0232::SB9,8162 ZV,1248,602,0,3,0,0,0,557,48,0,0,0,0,0,0,605,68,99,63,85,66,73,31,30,14,21,38,1,3,0,3,2,2,3,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Hervormde Gemeente Sionskerk,0232::SB10,8161 VV,1275,586,3,2,0,0,0,543,48,0,0,0,0,0,0,591,60,72,119,67,57,61,15,47,37,13,23,1,6,0,1,3,2,2,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Hezebrink,0232::SB12,8166 AL,1199,619,0,1,0,0,0,545,75,0,0,0,0,0,0,620,107,66,48,98,32,64,16,51,66,18,35,0,2,0,5,2,8,1,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verenigingsgebouw De Hoeksteen,0232::SB13,8166 AT,935,447,0,0,0,0,0,400,47,0,0,0,0,0,0,447,71,38,39,28,15,35,13,73,99,14,16,0,1,0,2,0,0,3,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kulturhus Oene,0232::SB14,8167 NL,1192,742,0,0,0,5,0,671,76,0,0,0,5,0,0,747,99,42,124,41,36,40,11,139,169,17,16,0,1,0,3,1,1,2,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gereformeerde Tabernakel kerk,0232::SB15,8171 EH,997,627,1,1,0,0,0,570,59,0,0,0,0,0,0,629,161,36,126,59,36,72,24,47,24,11,21,0,1,0,2,0,4,3,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau OKS De Krugerstee,0232::SB16,8172 VT,1214,563,0,2,0,0,0,526,39,0,0,0,0,0,0,565,83,52,83,57,65,84,19,38,21,25,28,1,0,0,0,0,4,3,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Clubgebouw c.s.v. VIOS,0232::SB17,8172 CN,1601,552,7,2,0,0,0,509,52,0,0,0,0,0,0,561,62,67,60,101,64,58,15,37,15,15,41,0,3,0,2,4,3,4,1
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkgebouw Triton,0232::SB18,8171 AP,1444,732,2,1,0,0,0,664,71,0,0,0,0,0,0,735,141,65,121,83,51,87,14,35,26,28,60,0,5,0,6,3,2,3,2
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Evangelisatiecentrum Woord en Daad,0232::SB19,8171 AC,1484,692,1,1,0,0,0,623,71,0,0,0,0,0,0,694,123,41,121,62,39,57,11,53,112,21,40,0,1,0,3,1,5,1,1
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Clubhuis Handbalvereniging C.V.O.,0232::SB20,8171 NB,2024,826,0,4,0,0,0,756,74,0,0,0,0,0,0,830,150,94,143,91,70,100,26,26,34,21,50,1,3,1,5,4,7,0,0
Arnhem,Epe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Speulbrink,0232::SB21,8171 VA,1177,597,3,2,0,0,0,561,41,0,0,0,0,0,0,602,85,69,114,68,50,54,23,31,35,11,44,0,2,0,4,1,4,2,0
