contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis,0406::SB1,1276 KB,1295,1001,7,4,0,0,0,894,118,0,0,0,0,0,0,1012,238,56,123,137,67,141,46,29,9,16,107,9,4,16,3
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Beatrixschool,0406::SB2,1272 BP,1645,911,0,4,0,0,0,815,99,0,0,1,0,0,0,914,181,48,111,92,51,188,11,33,10,26,137,6,2,12,3
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Plankenierstheater,0406::SB3,1272 PB,817,579,0,0,0,0,0,487,92,0,0,0,0,0,0,579,318,15,33,114,2,42,17,19,1,6,11,1,0,0,0
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Voor Anker,0406::SB4,1272 KV,1555,1076,1,0,0,0,0,966,111,0,0,0,0,0,0,1077,257,42,57,107,21,279,23,28,9,20,222,3,0,8,0
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Wijngaard,0406::SB5,1271 LP,1535,703,2,0,1,0,0,638,66,0,0,1,0,0,0,704,134,41,86,96,50,99,34,27,8,24,80,3,6,9,6
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Brassershoeve,0406::SB6,1271 RP,1713,917,0,1,0,0,0,814,107,0,0,0,3,0,0,921,213,53,86,87,44,163,37,28,8,22,162,3,1,5,5
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Rehobothschool,0406::SB7,1276 NA,1178,687,1,1,0,0,0,621,68,0,0,0,0,0,0,689,152,25,62,59,27,149,18,13,15,20,139,2,0,1,5
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Plechtanker,0406::SB8,1276 HG,1277,603,3,1,0,0,0,554,53,0,0,0,0,0,0,607,65,55,85,78,50,105,24,24,12,31,55,1,1,13,4
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Bolder,0406::SB9,1276 BB,1864,850,5,3,0,0,0,787,72,0,1,0,1,0,0,859,118,65,98,89,57,157,22,27,18,31,148,4,0,14,2
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Holleblok,0406::SB10,1273 EG,1274,713,2,1,0,0,0,657,60,0,0,0,1,0,0,717,122,56,91,67,56,94,51,26,21,31,67,5,0,23,3
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Schoolgebouw Holleblok,0406::SB11,1273 EG,1141,707,1,0,0,0,1,652,55,0,0,0,0,0,0,708,126,79,89,93,70,78,41,25,5,29,57,3,2,7,3
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Schoolgebouw Amer,0406::SB12,1274 RZ,1294,506,0,2,0,0,0,463,45,0,0,0,0,0,0,508,96,39,66,75,45,47,24,23,5,24,42,1,1,11,7
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Meentkerk (rechts),0406::SB13,1274 RZ,1340,656,1,2,0,0,0,614,45,0,0,0,0,0,0,659,114,46,88,87,64,74,44,30,11,28,53,2,0,10,5
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Rustmaat,0406::SB14,1273 JS,1819,983,3,4,0,0,0,916,72,0,0,2,0,2,0,988,159,80,117,141,95,143,42,27,24,46,62,9,3,32,3
Haarlem,Huizen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Gouden Kraal,0406::SB15,1275 AB,1708,887,0,0,0,0,0,794,84,0,0,9,0,0,0,878,156,90,91,106,91,98,63,35,22,34,61,2,1,32,5
