contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0531::SB1,3342 AE,1146,637,2,3,0,0,0,565,77,0,0,0,0,0,0,642,85,45,92,58,31,46,14,55,153,23,21,4,3,4,2,1
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Emmastaete,0531::SB2,3341 XD,1134,647,0,0,0,0,0,573,74,0,0,0,0,0,0,647,62,44,64,85,34,39,10,41,221,21,17,1,0,1,1,6
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Bron Admiraal,0531::SB3,3342 TA,1373,719,2,1,0,0,0,637,85,0,0,0,0,0,0,722,95,43,81,80,40,50,10,60,203,27,23,1,1,1,0,4
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jeugdcentrum,0531::SB4,3341 TS,1144,579,1,2,0,0,0,515,67,0,0,0,0,0,0,582,57,54,68,112,26,35,10,50,139,15,11,0,1,1,0,0
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Willem de Zwijgerschool,0531::SB5,3341 CE,1226,714,3,0,0,0,0,661,57,0,1,0,1,0,0,718,48,42,50,66,44,31,16,60,320,16,15,3,0,0,0,3
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wielstaete,0531::SB6,3341 ST,1073,600,0,1,0,0,0,530,71,0,0,0,0,0,0,601,75,53,77,60,39,29,7,39,173,29,12,4,0,0,0,3
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Open Hof kerk,0531::SB7,3342 BS,1398,764,2,1,0,5,0,709,63,0,0,0,5,0,0,772,101,52,67,112,46,53,8,61,206,28,26,0,0,3,1,0
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Bron Bekestein,0531::SB8,3343 CB,1340,744,4,0,0,0,0,671,77,0,0,0,0,0,0,748,100,65,153,75,55,74,20,48,65,43,37,3,0,5,0,1
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau CBS De Meander,0531::SB9,3343 CB,1093,446,7,0,0,0,0,403,50,0,0,0,0,0,0,453,85,48,66,57,26,47,20,27,30,20,19,0,0,1,0,0
Dordrecht,Hendrik-Ido-Ambacht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sporthal De Ridderhal,0531::SB10,3341 BE,1336,588,1,2,0,0,0,515,76,0,0,0,0,0,0,591,95,45,82,86,30,74,16,49,76,17,15,0,0,3,0,0
